date,open,high,low,close,volume,ma5,ma20,ma60,ma120,ema23,return_1d,return_5d,return_20d,volume_ratio,distance_to_ma20_pct,distance_to_high_60_pct
20251103,9.25,9.71,9.25,9.7,3078000,,,,,,,,,,,
20251104,8.9,9.47,8.75,9.04,1877000,,,,,,-6.8041,,,,,
20251105,9.06,9.28,8.57,9.06,620000,,,,,,0.2212,,,,,
20251106,9.49,9.5,9.04,9.24,554000,,,,,,1.9868,,,,,
20251107,9.3,9.47,9.13,9.31,491000,9.27,9.27,9.27,9.27,9.5452,0.7576,,,0.3708,0.4315,-4.1195
20251110,9.67,9.7,9.16,9.32,704000,9.194,9.2783,9.2783,9.2783,9.5264,0.1074,-3.9175,,0.5767,0.4491,-4.0165
20251111,9.29,9.29,8.7,8.76,989000,9.138,9.2043,9.2043,9.2043,9.4625,-6.0086,-3.0973,,0.8328,-4.8269,-9.7837
20251112,8.76,9.1,8.46,8.77,858000,9.08,9.15,9.15,9.15,9.4048,0.1142,-3.2009,,0.7484,-4.153,-9.6807
20251113,8.77,8.86,8.61,8.61,487000,8.954,9.09,9.09,9.09,9.3386,-1.8244,-6.8182,,0.4538,-5.2805,-11.3285
20251114,8.6,8.9,8.5,8.5,471000,8.792,9.031,9.031,9.031,9.2687,-1.2776,-8.7003,,0.465,-5.8797,-12.4614
20251117,8.73,8.73,8.19,8.19,362000,8.566,8.9545,8.9545,8.9545,9.1788,-3.6471,-12.1245,,0.3796,-8.5381,-15.654
20251118,7.38,7.64,7.38,7.62,2586000,8.338,8.8433,8.8433,8.8433,9.0489,-6.9597,-13.0137,,2.373,-13.8334,-21.5242
20251119,7.4,7.4,6.86,6.86,953000,7.956,8.6908,8.6908,8.6908,8.8665,-9.9738,-21.7788,,0.883,-21.0657,-29.3512
20251120,6.21,6.94,6.18,6.18,979000,7.47,8.5114,8.5114,8.5114,8.6426,-9.9125,-28.223,,0.9132,-27.3917,-36.3543
20251121,5.7,5.94,5.57,5.62,674000,6.894,8.3187,8.3187,8.3187,8.3907,-9.0615,-33.8824,,0.6446,-32.4411,-42.1215
20251124,5.62,6.18,5.33,5.85,583000,6.426,8.1644,8.1644,8.1644,8.179,4.0925,-28.5714,,0.5735,-28.3472,-39.7528
20251125,5.7,6.1,5.63,5.96,226000,6.094,8.0347,8.0347,8.0347,7.9941,1.8803,-21.7848,,0.233,-25.8218,-38.62
20251126,5.81,6.1,5.81,6.01,129000,5.924,7.9222,7.9222,7.9222,7.8288,0.8389,-12.3907,,0.1397,-24.1374,-38.105
20251127,6.35,6.35,6.01,6.03,71000,5.894,7.8226,7.8226,7.8226,7.6789,0.3328,-2.4272,,0.0808,-22.916,-37.8991
20251128,6.41,6.41,6.04,6.11,101000,5.992,7.737,7.737,7.737,7.5481,1.3267,8.7189,,0.1203,-21.0288,-37.0752
20251201,6.11,6.11,5.88,6.07,91000,6.036,7.5555,7.6576,7.6576,7.4249,-0.6547,3.7607,-37.4227,0.1318,-19.6612,-37.4871
20251202,6.07,6.07,5.89,5.96,167000,6.036,7.4015,7.5805,7.5805,7.3029,-1.8122,0.0,-34.0708,0.2761,-19.4758,-38.62
20251203,5.92,6.0,5.92,5.97,108000,6.028,7.247,7.5104,7.5104,7.1918,0.1678,-0.6656,-34.106,0.1865,-17.6211,-38.517
20251204,5.97,6.03,5.97,6.03,48000,6.028,7.0865,7.4488,7.4488,7.095,1.005,0.0,-34.7403,0.0867,-14.9086,-37.8991
20251205,6.0,6.05,6.0,6.03,146000,6.012,6.9225,7.392,7.392,7.0062,0.0,-1.3093,-35.2309,0.2721,-12.8927,-37.8991
20251208,6.06,6.26,6.04,6.22,94000,6.042,6.7675,7.3469,7.3469,6.9407,3.1509,2.4712,-33.2618,0.1857,-8.0901,-35.9423
20251209,5.83,6.3,5.83,6.06,108000,6.062,6.6325,7.2993,7.2993,6.8673,-2.5723,1.6779,-30.8219,0.2337,-8.6317,-37.5901
