# PRICE_WINDOW_136

columns=date,open,high,low,close,volume,ma5,ma20,ma60,ma120,ema23,return_1d,return_5d,return_20d,volume_ratio,distance_to_ma20_pct,distance_to_high_60_pct

PRICE_WINDOW_180_ROW_001=20251103,69.4,69.4,68.3,68.4,202468,,,,,,,,,,,

PRICE_WINDOW_180_ROW_002=20251104,68.1,69.6,66.2,66.3,675413,,,,,,-3.0702,,,,,

PRICE_WINDOW_180_ROW_003=20251105,65.9,66.5,64.2,65.2,402923,,,,,,-1.6591,,,,,

PRICE_WINDOW_180_ROW_004=20251106,65.2,66.2,65.0,65.5,189783,,,,,,0.4601,,,,,

PRICE_WINDOW_180_ROW_005=20251107,65.0,67.1,65.0,65.6,258054,66.2,66.2,66.2,66.2,67.5863,0.1527,,,0.7464,-0.9063,-5.7471

PRICE_WINDOW_180_ROW_006=20251110,66.5,67.0,65.6,65.8,268090,65.68,66.1333,66.1333,66.1333,67.4374,0.3049,-3.8012,,0.8056,-0.504,-5.4598

PRICE_WINDOW_180_ROW_007=20251111,65.4,69.7,65.4,67.6,463512,65.94,66.3429,66.3429,66.3429,67.451,2.7356,1.9608,,1.3188,1.8949,-3.0129

PRICE_WINDOW_180_ROW_008=20251112,67.6,68.9,67.6,68.3,126147,66.56,66.5875,66.5875,66.5875,67.5217,1.0355,4.7546,,0.3902,2.5718,-2.0086

PRICE_WINDOW_180_ROW_009=20251113,68.7,69.1,67.6,68.4,185836,67.14,66.7889,66.7889,66.7889,67.5949,0.1464,4.4275,,0.6033,2.4122,-1.8651

PRICE_WINDOW_180_ROW_010=20251114,67.5,68.6,67.4,68.4,469615,67.7,66.95,66.95,66.95,67.662,0.0,4.2683,,1.4486,2.1658,-1.8651

PRICE_WINDOW_180_ROW_011=20251117,68.5,69.5,68.5,69.2,223151,68.38,67.1545,67.1545,67.1545,67.7902,1.1696,5.1672,,0.7084,3.0459,-0.7174

PRICE_WINDOW_180_ROW_012=20251118,69.0,69.4,68.2,68.5,290374,68.56,67.2667,67.2667,67.2667,67.8493,-1.0116,1.3314,,0.9279,1.8335,-1.7217

PRICE_WINDOW_180_ROW_013=20251119,68.3,68.9,67.9,68.0,193262,68.5,67.3231,67.3231,67.3231,67.8619,-0.7299,-0.4392,,0.6363,1.0055,-2.439

PRICE_WINDOW_180_ROW_014=20251120,68.6,69.3,68.0,68.5,152461,68.52,67.4071,67.4071,67.4071,67.9151,0.7353,0.1462,,0.5205,1.6213,-1.7217

PRICE_WINDOW_180_ROW_015=20251121,67.5,69.3,67.5,68.2,212324,68.48,67.46,67.46,67.46,67.9388,-0.438,-0.2924,,0.7384,1.0969,-2.1521

PRICE_WINDOW_180_ROW_016=20251124,68.8,72.5,68.8,71.9,487681,69.02,67.7375,67.7375,67.7375,68.2689,5.4252,3.9017,,1.6252,6.145,-0.8276

PRICE_WINDOW_180_ROW_017=20251125,72.8,73.4,71.6,71.7,355596,69.66,67.9706,67.9706,67.9706,68.5548,-0.2782,4.6715,,1.1723,5.4868,-2.3161

PRICE_WINDOW_180_ROW_018=20251126,72.5,73.8,72.5,73.2,164561,70.7,68.2611,68.2611,68.2611,68.9419,2.0921,7.6471,,0.5567,7.2353,-0.813

PRICE_WINDOW_180_ROW_019=20251127,73.8,73.8,72.4,72.6,79101,71.52,68.4895,68.4895,68.4895,69.2468,-0.8197,5.9854,,0.2783,6.0017,-1.626

PRICE_WINDOW_180_ROW_020=20251128,73.4,73.4,72.5,72.5,40631,72.38,68.69,68.69,68.69,69.5179,-0.1377,6.305,,0.1494,5.5467,-1.7615

PRICE_WINDOW_180_ROW_021=20251201,73.3,75.7,73.3,75.6,229244,73.12,69.05,69.019,69.019,70.0247,4.2759,5.146,10.5263,0.8385,9.4859,-0.1321

PRICE_WINDOW_180_ROW_022=20251202,76.5,77.4,75.3,75.3,320281,73.84,69.5,69.3045,69.3045,70.4643,-0.3968,5.0209,13.5747,1.2529,8.3453,-2.7132

PRICE_WINDOW_180_ROW_023=20251203,75.5,77.7,75.5,77.3,207085,74.66,70.105,69.6522,69.6522,71.034,2.656,5.6011,18.5583,0.8424,10.2632,-0.5148

PRICE_WINDOW_180_ROW_024=20251204,77.5,79.4,77.5,79.3,222858,76.0,70.795,70.0542,70.0542,71.7228,2.5873,9.2287,21.0687,0.9005,12.0136,-0.1259

PRICE_WINDOW_180_ROW_025=20251205,79.3,79.3,78.3,78.6,143776,77.22,71.445,70.396,70.396,72.2959,-0.8827,8.4138,19.8171,0.5947,10.0147,-1.0076

