# PRICE_WINDOW_136

columns=date,open,high,low,close,volume,ma5,ma20,ma60,ma120,ema23,return_1d,return_5d,return_20d,volume_ratio,distance_to_ma20_pct,distance_to_high_60_pct

PRICE_WINDOW_180_ROW_001=20251103,96.8,97.5,96.2,97.3,1147649,,,,,,,,,,,

PRICE_WINDOW_180_ROW_002=20251104,97.5,97.9,96.4,97.5,1393155,,,,,,0.2055,,,,,

PRICE_WINDOW_180_ROW_003=20251105,97.2,99.9,96.2,98.9,2534644,,,,,,1.4359,,,,,

PRICE_WINDOW_180_ROW_004=20251106,100.0,100.5,98.4,99.0,3201270,,,,,,0.1011,,,,,

PRICE_WINDOW_180_ROW_005=20251107,98.6,102.0,98.2,100.0,4687602,98.54,98.54,98.54,98.54,97.7797,1.0101,,,1.8079,1.4816,-1.9608

PRICE_WINDOW_180_ROW_006=20251110,100.5,101.0,97.5,97.5,3095888,98.58,98.3667,98.3667,98.3667,97.7564,-2.5,0.2055,,1.1566,-0.8811,-4.4118

PRICE_WINDOW_180_ROW_007=20251111,97.7,99.7,97.3,98.4,2317252,98.76,98.3714,98.3714,98.3714,97.8101,0.9231,0.9231,,0.8826,0.029,-3.5294

PRICE_WINDOW_180_ROW_008=20251112,98.4,98.8,96.3,97.0,2362271,98.38,98.2,98.2,98.2,97.7426,-1.4228,-1.9211,,0.9112,-1.222,-4.902

PRICE_WINDOW_180_ROW_009=20251113,97.8,97.8,95.6,97.5,1704769,98.08,98.1222,98.1222,98.1222,97.7223,0.5155,-1.5152,,0.6836,-0.6341,-4.4118

PRICE_WINDOW_180_ROW_010=20251114,95.9,100.5,95.7,98.8,3300976,97.84,98.19,98.19,98.19,97.8121,1.3333,-1.2,,1.2822,0.6212,-3.1373

PRICE_WINDOW_180_ROW_011=20251117,99.1,101.5,97.8,100.5,4070426,98.44,98.4,98.4,98.4,98.0361,1.7206,3.0769,,1.5017,2.1341,-1.4706

PRICE_WINDOW_180_ROW_012=20251118,99.3,100.0,95.9,96.1,3564445,97.98,98.2083,98.2083,98.2083,97.8748,-4.3781,-2.3374,,1.2814,-2.1468,-5.7843

PRICE_WINDOW_180_ROW_013=20251119,96.9,97.7,94.7,94.9,2451022,97.56,97.9538,97.9538,97.9538,97.6269,-1.2487,-2.1649,,0.8893,-3.1176,-6.9608

PRICE_WINDOW_180_ROW_014=20251120,95.8,99.4,95.8,99.0,3065654,97.86,98.0286,98.0286,98.0286,97.7413,4.3203,1.5385,,1.1034,0.991,-2.9412

PRICE_WINDOW_180_ROW_015=20251121,97.0,98.9,96.3,96.8,1911826,97.46,97.9467,97.9467,97.9467,97.6629,-2.2222,-2.0243,,0.7027,-1.1707,-5.098

PRICE_WINDOW_180_ROW_016=20251124,97.0,98.9,95.3,95.3,3321183,96.42,97.7812,97.7812,97.7812,97.466,-1.5496,-5.1741,,1.2041,-2.5376,-6.5686

PRICE_WINDOW_180_ROW_017=20251125,96.3,96.5,94.3,95.2,1386277,96.24,97.6294,97.6294,97.6294,97.2771,-0.1049,-0.9365,,0.5178,-2.4884,-6.6667

PRICE_WINDOW_180_ROW_018=20251126,95.4,97.4,95.4,97.2,1455771,96.7,97.6056,97.6056,97.6056,97.2707,2.1008,2.4236,,0.5579,-0.4155,-4.7059

PRICE_WINDOW_180_ROW_019=20251127,97.1,100.5,96.0,99.1,4658523,96.72,97.6842,97.6842,97.6842,97.4231,1.9547,0.101,,1.7143,1.4494,-2.8431

PRICE_WINDOW_180_ROW_020=20251128,99.2,99.2,96.7,96.8,2649272,96.72,97.64,97.64,97.64,97.3712,-2.3209,0.0,,0.9762,-0.8603,-5.098

PRICE_WINDOW_180_ROW_021=20251201,96.8,97.7,95.6,95.6,1141660,96.78,97.555,97.5429,97.5429,97.2236,-1.2397,0.3148,-1.7472,0.4207,-2.004,-6.2745

PRICE_WINDOW_180_ROW_022=20251202,96.1,99.5,95.6,98.4,3536919,97.42,97.6,97.5818,97.5818,97.3216,2.9289,3.3613,0.9231,1.2538,0.8197,-3.5294

PRICE_WINDOW_180_ROW_023=20251203,98.6,98.8,96.5,96.9,1774136,97.36,97.5,97.5522,97.5522,97.2865,-1.5244,-0.3086,-2.0222,0.6375,-0.6154,-5.0

PRICE_WINDOW_180_ROW_024=20251204,97.5,98.0,96.2,96.3,1204653,96.8,97.365,97.5,97.5,97.2043,-0.6192,-2.8254,-2.7273,0.449,-1.0938,-5.5882

PRICE_WINDOW_180_ROW_025=20251205,97.3,98.4,95.3,96.0,2200136,96.64,97.165,97.44,97.44,97.1039,-0.3115,-0.8264,-4.0,0.8599,-1.199,-5.8824

PRICE_WINDOW_180_ROW_026=20251208,96.3,96.4,94.3,94.7,2643625,96.46,97.025,97.3346,97.3346,96.9036,-1.3542,-0.9414,-2.8718,1.0424,-2.3963,-7.1569

PRICE_WINDOW_180_ROW_027=20251209,95.1,95.1,91.0,91.9,5204246,95.16,96.7,97.1333,97.1333,96.4866,-2.9567,-6.6057,-6.6057,1.9416,-4.9638,-9.902

PRICE_WINDOW_180_ROW_028=20251210,91.9,91.9,89.7,90.2,4229121,93.82,96.36,96.8857,96.8857,95.9628,-1.8498,-6.9143,-7.0103,1.5247,-6.3927,-11.5686

PRICE_WINDOW_180_ROW_029=20251211,89.5,89.9,86.9,87.9,6074221,92.14,95.88,96.5759,96.5759,95.2909,-2.5499,-8.7227,-9.8462,2.03,-8.3229,-13.8235

PRICE_WINDOW_180_ROW_030=20251212,89.3,91.7,89.3,89.9,3322284,90.92,95.435,96.3533,96.3533,94.8416,2.2753,-6.3542,-9.0081,1.1099,-5.7998,-11.8627

PRICE_WINDOW_180_ROW_031=20251215,89.1,89.8,88.9,89.0,1482923,89.78,94.86,96.1161,96.1161,94.3548,-1.0011,-6.019,-11.4428,0.5178,-6.1775,-12.7451

PRICE_WINDOW_180_ROW_032=20251216,88.6,89.0,87.9,88.7,1321347,89.14,94.49,95.8844,95.8844,93.8836,-0.3371,-3.482,-7.7003,0.4802,-6.1276,-13.0392

PRICE_WINDOW_180_ROW_033=20251217,89.6,93.6,89.2,92.6,4944440,89.62,94.375,95.7848,95.7848,93.7766,4.3968,2.6608,-2.4236,1.719,-1.8808,-9.2157

PRICE_WINDOW_180_ROW_034=20251218,93.1,100.5,93.0,95.2,12203193,91.08,94.185,95.7676,95.7676,93.8952,2.8078,8.3049,-3.8384,3.661,1.0777,-6.6667

PRICE_WINDOW_180_ROW_035=20251219,96.3,96.3,93.8,94.7,3423588,92.04,94.08,95.7371,95.7371,93.9623,-0.5252,5.3393,-2.1694,1.0043,0.659,-7.1569

PRICE_WINDOW_180_ROW_036=20251222,94.8,95.8,94.0,95.6,1464828,93.36,94.095,95.7333,95.7333,94.0988,0.9504,7.4157,0.3148,0.4417,1.5994,-6.2745

PRICE_WINDOW_180_ROW_037=20251223,95.6,95.9,94.6,95.2,822384,94.66,94.095,95.7189,95.7189,94.1905,-0.4184,7.3281,0.0,0.2501,1.1743,-6.6667

PRICE_WINDOW_180_ROW_038=20251224,95.2,96.6,94.8,95.9,1355449,95.32,94.03,95.7237,95.7237,94.333,0.7353,3.5637,-1.3374,0.4129,1.9887,-5.9804

PRICE_WINDOW_180_ROW_039=20251226,96.0,96.7,95.4,96.6,1521133,95.6,93.905,95.7462,95.7462,94.5219,0.7299,1.4706,-2.5227,0.4866,2.8699,-5.2941

PRICE_WINDOW_180_ROW_040=20251229,97.0,98.7,96.5,98.0,2058544,96.26,93.965,95.8025,95.8025,94.8118,1.4493,3.4847,1.2397,0.6648,4.2942,-3.9216

PRICE_WINDOW_180_ROW_041=20251230,98.0,99.2,96.8,97.4,3368034,96.62,94.055,95.8415,95.8415,95.0274,-0.6122,1.8828,1.8828,1.05,3.5564,-4.5098

PRICE_WINDOW_180_ROW_042=20251231,98.0,99.0,96.6,97.0,6647548,96.98,93.985,95.869,95.869,95.1918,-0.4107,1.8908,-1.4228,1.9765,3.208,-4.902

PRICE_WINDOW_180_ROW_043=20260102,97.7,99.0,97.1,97.7,1659295,97.34,94.025,95.9116,95.9116,95.4008,0.7216,1.877,0.8256,0.4942,3.9085,-4.2157

PRICE_WINDOW_180_ROW_044=20260105,97.7,97.8,95.9,97.1,1651349,97.44,94.065,95.9386,95.9386,95.5424,-0.6141,0.5176,0.8307,0.4886,3.2265,-4.8039

PRICE_WINDOW_180_ROW_045=20260106,97.2,97.6,95.1,95.1,2403416,96.86,94.02,95.92,95.92,95.5056,-2.0597,-2.9592,-0.9375,0.709,1.1487,-6.7647

PRICE_WINDOW_180_ROW_046=20260107,95.7,95.8,94.2,94.9,3890660,96.36,94.03,95.8978,95.8978,95.4551,-0.2103,-2.5667,0.2112,1.1269,0.9252,-6.9608

PRICE_WINDOW_180_ROW_047=20260108,94.3,95.4,94.3,95.2,1424033,96.0,94.195,95.883,95.883,95.4338,0.3161,-1.8557,3.5909,0.4364,1.0669,-6.6667

PRICE_WINDOW_180_ROW_048=20260109,95.4,95.4,94.1,94.7,1221315,95.4,94.42,95.8583,95.8583,95.3727,-0.5252,-3.0706,4.9889,0.3923,0.2965,-7.1569

PRICE_WINDOW_180_ROW_049=20260112,95.1,95.1,93.7,93.8,1666253,94.74,94.715,95.8163,95.8163,95.2416,-0.9504,-3.3986,6.7122,0.576,-0.9661,-8.0392

PRICE_WINDOW_180_ROW_050=20260113,95.0,96.9,94.6,95.7,3330991,94.86,95.005,95.814,95.814,95.2798,2.0256,0.6309,6.4516,1.1514,0.7315,-6.1765

PRICE_WINDOW_180_ROW_051=20260114,96.6,99.5,96.3,98.6,3871661,95.6,95.485,95.8686,95.8686,95.5565,3.0303,3.8988,10.7865,1.2852,3.2623,-3.3333

PRICE_WINDOW_180_ROW_052=20260115,100.0,106.0,99.2,105.0,11478792,97.56,96.3,96.0442,96.0442,96.3435,6.4909,10.2941,18.3766,3.2607,9.0343,-0.9434

PRICE_WINDOW_180_ROW_053=20260116,109.0,112.5,107.0,112.0,15936904,101.02,97.27,96.3453,96.3453,97.6482,6.6667,18.2682,20.9503,3.9157,15.1434,-0.4444

PRICE_WINDOW_180_ROW_054=20260119,112.0,114.0,108.0,110.0,7758643,104.26,98.01,96.5981,96.5981,98.6775,-1.7857,17.2708,15.5462,2.0164,12.2334,-3.5088

PRICE_WINDOW_180_ROW_055=20260120,110.0,110.0,106.5,108.0,5558525,106.72,98.675,96.8055,96.8055,99.4544,-1.8182,12.8527,14.0444,1.4056,9.4502,-5.2632

PRICE_WINDOW_180_ROW_056=20260121,107.5,113.0,107.0,110.5,6016382,109.1,99.42,97.05,97.05,100.3748,2.3148,12.069,15.5858,1.4386,11.1446,-3.0702

PRICE_WINDOW_180_ROW_057=20260122,111.5,111.5,108.5,110.5,3584090,110.2,100.185,97.286,97.286,101.2186,0.0,5.2381,16.0714,0.8296,10.296,-3.0702

PRICE_WINDOW_180_ROW_058=20260123,110.5,110.5,107.0,108.0,3715573,109.4,100.79,97.4707,97.4707,101.7837,-2.2624,-3.5714,12.6173,0.8372,7.1535,-5.2632

PRICE_WINDOW_180_ROW_059=20260126,109.0,110.0,107.0,109.0,2496636,109.2,101.41,97.6661,97.6661,102.3851,0.9259,-0.9091,12.8364,0.5564,7.4845,-4.386

PRICE_WINDOW_180_ROW_060=20260127,112.5,116.0,110.5,115.0,12412894,110.6,102.26,97.955,97.955,103.4363,5.5046,6.4815,17.3469,2.4803,12.4584,-0.8621

PRICE_WINDOW_180_ROW_061=20260128,114.0,114.0,111.5,113.0,5497079,111.1,103.04,98.2167,98.2016,104.2333,-1.7391,2.2624,16.0164,1.0755,9.6661,-2.5862

PRICE_WINDOW_180_ROW_062=20260129,112.5,112.5,108.0,109.0,3882784,110.8,103.64,98.4083,98.3758,104.6305,-3.5398,-1.3575,12.3711,0.7808,5.1717,-6.0345

PRICE_WINDOW_180_ROW_063=20260130,108.0,111.0,106.5,109.5,3654424,111.1,104.23,98.585,98.5524,105.0363,0.4587,1.3889,12.0778,0.7204,5.0561,-5.6034

PRICE_WINDOW_180_ROW_064=20260202,108.5,110.0,107.5,108.0,1847458,110.9,104.775,98.735,98.7,105.2833,-1.3699,-0.9174,11.2255,0.3635,3.078,-6.8966

PRICE_WINDOW_180_ROW_065=20260203,110.0,111.0,107.5,111.0,2336624,110.1,105.57,98.9183,98.8892,105.7597,2.7778,-3.4783,16.7192,0.46,5.1435,-4.3103

PRICE_WINDOW_180_ROW_066=20260204,110.5,111.5,106.5,109.0,4030225,109.3,106.275,99.11,99.0424,106.0297,-1.8018,-3.5398,14.8577,0.7924,2.5641,-6.0345

PRICE_WINDOW_180_ROW_067=20260205,108.0,111.0,108.0,109.5,2576723,109.4,106.99,99.295,99.1985,106.3189,0.4587,0.4587,15.021,0.5009,2.346,-5.6034

PRICE_WINDOW_180_ROW_068=20260206,108.0,108.0,103.0,103.5,2445194,108.2,107.43,99.4033,99.2618,106.084,-5.4795,-5.4795,9.2925,0.4698,-3.6582,-10.7759

PRICE_WINDOW_180_ROW_069=20260209,105.0,105.0,103.0,103.5,1800697,107.3,107.915,99.5033,99.3232,105.8687,0.0,-4.1667,10.3412,0.3455,-4.0912,-10.7759

PRICE_WINDOW_180_ROW_070=20260210,104.0,104.5,100.5,104.5,2626459,106.0,108.355,99.5983,99.3971,105.7546,0.9662,-5.8559,9.1954,0.5074,-3.5577,-9.9138

PRICE_WINDOW_180_ROW_071=20260211,105.0,105.0,102.0,103.0,1511508,104.8,108.575,99.64,99.4479,105.5251,-1.4354,-5.5046,4.4625,0.2988,-5.1347,-11.2069

PRICE_WINDOW_180_ROW_072=20260223,104.0,106.5,101.5,102.5,2972629,103.4,108.45,99.7467,99.4903,105.273,-0.4854,-6.3927,-2.381,0.6416,-5.4864,-11.6379

PRICE_WINDOW_180_ROW_073=20260224,103.5,105.5,101.5,102.0,1845926,103.1,107.95,99.865,99.5247,105.0002,-0.4878,-1.4493,-8.9286,0.4699,-5.5118,-12.069

