# PRICE_WINDOW_135

columns=date,open,high,low,close,volume,ma5,ma20,ma60,ma120,ema23,return_1d,return_5d,return_20d,volume_ratio,distance_to_ma20_pct,distance_to_high_60_pct

PRICE_WINDOW_180_ROW_001=20251103,53.3,53.5,52.9,53.5,14000,,,,,,,,,,,

PRICE_WINDOW_180_ROW_002=20251104,53.9,53.9,53.6,53.6,4000,,,,,,0.1869,,,,,

PRICE_WINDOW_180_ROW_003=20251105,52.8,53.0,52.8,52.9,3025,,,,,,-1.306,,,,,

PRICE_WINDOW_180_ROW_004=20251106,53.5,53.5,52.9,53.0,17030,,,,,,0.189,,,,,

PRICE_WINDOW_180_ROW_005=20251107,53.0,53.1,52.9,53.1,8026,53.22,53.22,53.22,53.22,53.3929,0.1887,,,0.8709,-0.2255,-1.4842

PRICE_WINDOW_180_ROW_006=20251110,53.3,53.3,53.3,53.3,1000,53.18,53.2333,53.2333,53.2333,53.3851,0.3766,-0.3738,,0.1274,0.1252,-1.1132

PRICE_WINDOW_180_ROW_007=20251111,53.4,53.4,52.9,52.9,8000,53.04,53.1857,53.1857,53.1857,53.3447,-0.7505,-1.306,,1.0167,-0.5372,-1.8553

PRICE_WINDOW_180_ROW_008=20251112,53.1,53.1,52.8,52.9,19032,53.04,53.15,53.15,53.15,53.3077,0.0,0.0,,2.0544,-0.4704,-1.8553

PRICE_WINDOW_180_ROW_009=20251113,53.0,54.5,53.0,53.8,34000,53.2,53.2222,53.2222,53.2222,53.3487,1.7013,1.5094,,2.8304,1.0856,-1.2844

PRICE_WINDOW_180_ROW_010=20251114,53.1,53.5,53.1,53.5,4258,53.28,53.25,53.25,53.25,53.3613,-0.5576,0.7533,,0.3789,0.4695,-1.8349

PRICE_WINDOW_180_ROW_011=20251117,53.5,53.6,53.1,53.1,7025,53.24,53.2364,53.2364,53.2364,53.3395,-0.7477,-0.3752,,0.6472,-0.2561,-2.5688

