# PRICE_WINDOW_134

columns=date,open,high,low,close,volume,ma5,ema23,ma20,ma60,ma120,return_1d,return_5d,return_20d,volume_ratio,distance_to_ema23_pct,distance_to_ma20_pct,distance_to_high_60_pct

PRICE_WINDOW_180_ROW_001=20251103,201.0,206.0,200.0,201.5,488382,,,,,,,,,,,,

PRICE_WINDOW_180_ROW_002=20251104,202.0,205.5,198.0,199.0,227032,,,,,,-1.2407,,,,,,

PRICE_WINDOW_180_ROW_003=20251105,198.5,199.5,195.5,199.5,193194,,,,,,0.2513,,,,,,

PRICE_WINDOW_180_ROW_004=20251106,200.0,202.0,196.0,198.5,190634,,,,,,-0.5013,,,,,,

PRICE_WINDOW_180_ROW_005=20251107,195.0,196.0,192.0,194.0,280835,198.5,200.3453,198.5,198.5,198.5,-2.267,,,1.0175,-3.1672,-2.267,-5.8252

PRICE_WINDOW_180_ROW_006=20251110,185.0,188.0,176.0,181.0,667687,194.4,198.7332,195.5833,195.5833,195.5833,-6.701,-10.1737,,1.9563,-8.9231,-7.4563,-12.1359

PRICE_WINDOW_180_ROW_007=20251111,179.0,181.5,179.0,181.0,183625,190.8,197.2554,193.5,193.5,193.5,0.0,-9.0452,,0.576,-8.2408,-6.4599,-12.1359

PRICE_WINDOW_180_ROW_008=20251112,181.0,182.5,180.0,181.0,145641,187.1,195.9008,191.9375,191.9375,191.9375,0.0,-9.2732,,0.4902,-7.6063,-5.6985,-12.1359

PRICE_WINDOW_180_ROW_009=20251113,183.5,185.0,180.0,181.0,248742,183.6,194.6591,190.7222,190.7222,190.7222,0.0,-8.8161,,0.8526,-7.0169,-5.0976,-12.1359

PRICE_WINDOW_180_ROW_010=20251114,180.0,180.5,176.0,177.0,273923,180.2,193.1875,189.35,189.35,189.35,-2.2099,-8.7629,,0.9447,-8.3792,-6.5223,-14.0777

PRICE_WINDOW_180_ROW_011=20251117,177.5,177.5,173.0,173.5,271225,178.7,191.5469,187.9091,187.9091,187.9091,-1.9774,-4.1436,,0.9409,-9.4216,-7.6681,-15.7767

PRICE_WINDOW_180_ROW_012=20251118,173.5,176.5,167.0,168.0,332784,176.1,189.5846,186.25,186.25,186.25,-3.17,-7.1823,,1.1398,-11.3852,-9.7987,-18.4466

PRICE_WINDOW_180_ROW_013=20251119,169.5,170.5,167.0,169.0,129338,173.7,187.8692,184.9231,184.9231,184.9231,0.5952,-6.6298,,0.4628,-10.0438,-8.6106,-17.9612

PRICE_WINDOW_180_ROW_014=20251120,171.5,172.0,169.5,171.5,119325,171.8,186.5051,183.9643,183.9643,183.9643,1.4793,-5.2486,,0.4452,-8.0454,-6.7754,-16.7476

PRICE_WINDOW_180_ROW_015=20251121,171.5,172.5,167.5,170.0,158977,170.4,185.1297,183.0333,183.0333,183.0333,-0.8746,-3.9548,,0.6097,-8.1725,-7.1207,-17.4757

PRICE_WINDOW_180_ROW_016=20251124,170.5,177.0,170.5,177.0,229353,171.1,184.4522,182.6562,182.6562,182.6562,4.1176,2.0173,,0.8862,-4.0402,-3.0967,-14.0777

PRICE_WINDOW_180_ROW_017=20251125,177.0,179.0,175.5,176.5,127201,172.8,183.7896,182.2941,182.2941,182.2941,-0.2825,5.0595,,0.5067,-3.9662,-3.1784,-14.3204

PRICE_WINDOW_180_ROW_018=20251126,177.5,179.5,177.5,179.0,98715,174.8,183.3904,182.1111,182.1111,182.1111,1.4164,5.9172,,0.4069,-2.394,-1.7084,-13.1068

PRICE_WINDOW_180_ROW_019=20251127,179.0,179.0,175.5,175.5,159247,175.6,182.7329,181.7632,181.7632,181.7632,-1.9553,2.3324,,0.6685,-3.9582,-3.4458,-14.8058

PRICE_WINDOW_180_ROW_020=20251128,175.5,177.0,173.5,173.5,213370,176.3,181.9635,181.35,181.35,181.35,-1.1396,2.0588,,0.9004,-4.6512,-4.3286,-15.7767

PRICE_WINDOW_180_ROW_021=20251201,172.0,172.5,170.0,170.0,161466,174.9,180.9665,179.775,180.8095,180.8095,-2.0173,-3.9548,-15.6328,0.7319,-6.06,-5.4374,-17.4757

PRICE_WINDOW_180_ROW_022=20251202,172.0,173.0,171.0,171.0,81467,173.8,180.136,178.375,180.3636,180.3636,0.5882,-3.1161,-14.0704,0.3819,-5.0717,-4.1345,-16.9903

PRICE_WINDOW_180_ROW_023=20251203,171.5,175.0,171.5,172.0,107017,172.4,179.458,177.0,180.0,180.0,0.5848,-3.9106,-13.7845,0.512,-4.1558,-2.8249,-16.5049

PRICE_WINDOW_180_ROW_024=20251204,172.5,173.0,171.0,171.5,83624,171.6,178.7948,175.65,179.6458,179.6458,-0.2907,-2.2792,-13.602,0.4106,-4.08,-2.3627,-16.7476

PRICE_WINDOW_180_ROW_025=20251205,173.0,174.0,171.0,173.5,98612,171.6,178.3536,174.625,179.4,179.4,1.1662,0.0,-10.567,0.5068,-2.7213,-0.6442,-15.7767

PRICE_WINDOW_180_ROW_026=20251208,174.0,176.0,172.5,173.5,118304,172.3,177.9491,174.25,179.1731,179.1731,0.0,2.0588,-4.1436,0.708,-2.5002,-0.4304,-15.7767

PRICE_WINDOW_180_ROW_027=20251209,184.0,186.5,178.0,178.0,551653,173.7,177.9534,174.1,179.1296,179.1296,2.5937,4.0936,-1.6575,2.9739,0.0262,2.2401,-13.5922

PRICE_WINDOW_180_ROW_028=20251210,178.5,180.0,175.0,175.5,166829,174.4,177.7489,173.825,179.0,179.0,-1.4045,2.0349,-3.0387,0.8942,-1.2652,0.9636,-14.8058

PRICE_WINDOW_180_ROW_029=20251211,176.0,179.0,175.5,175.5,92548,175.2,177.5615,173.55,178.8793,178.8793,0.0,2.3324,-3.0387,0.5178,-1.161,1.1236,-14.8058

PRICE_WINDOW_180_ROW_030=20251212,177.0,178.0,175.0,176.0,62928,175.7,177.4314,173.5,178.7833,178.7833,0.2849,1.4409,-0.565,0.3741,-0.8067,1.4409,-14.5631

PRICE_WINDOW_180_ROW_031=20251215,176.0,177.0,173.5,174.5,105918,175.9,177.1871,173.55,178.6452,178.6452,-0.8523,0.5764,0.5764,0.6623,-1.5165,0.5474,-15.2913

PRICE_WINDOW_180_ROW_032=20251216,174.0,175.0,172.0,173.0,104351,174.9,176.8382,173.8,178.4688,178.4688,-0.8596,-2.809,2.9762,0.7026,-2.1704,-0.4603,-16.0194

PRICE_WINDOW_180_ROW_033=20251217,173.0,177.0,173.0,174.5,86073,174.7,176.6433,174.075,178.3485,178.3485,0.8671,-0.5698,3.2544,0.5881,-1.2134,0.2441,-15.2913

PRICE_WINDOW_180_ROW_034=20251218,175.0,175.5,174.0,174.5,57520,174.5,176.4647,174.225,178.2353,178.2353,0.0,-0.5698,1.7493,0.4015,-1.1134,0.1578,-15.2913

PRICE_WINDOW_180_ROW_035=20251219,174.5,176.0,174.5,175.0,45238,174.3,176.3427,174.475,178.1429,178.1429,0.2865,-0.5682,2.9412,0.3288,-0.7614,0.3009,-15.0485

PRICE_WINDOW_180_ROW_036=20251222,175.0,176.0,174.0,175.0,64551,174.4,176.2308,174.375,178.0556,178.0556,0.0,0.2865,-1.1299,0.4991,-0.6984,0.3584,-15.0485

