date,open,high,low,close,volume,ma5,ma20,ma60,ma120,ema23,return_1d,return_5d,return_20d,volume_ratio,distance_to_ma20_pct,distance_to_high_60_pct
20251103,91.5,92.9,91.5,92.9,45923,,,,,,,,,,,
20251104,92.5,92.9,91.1,91.1,35584,,,,,,-1.9376,,,,,
20251105,90.8,91.1,90.2,91.0,34383,,,,,,-0.1098,,,,,
20251106,93.5,94.5,92.5,93.0,48596,,,,,,2.1978,,,,,
20251107,92.9,93.0,91.7,92.1,36300,92.02,92.02,92.02,92.02,92.5924,-0.9677,,,0.9039,0.0869,-2.5397
20251110,92.1,92.1,90.8,91.5,31679,91.74,91.9333,91.9333,91.9333,92.5014,-0.6515,-1.507,,0.8176,-0.4714,-3.1746
20251111,92.0,92.6,91.5,91.8,73747,91.88,91.9143,91.9143,91.9143,92.4429,0.3279,0.7684,,1.6859,-0.1243,-2.8571
20251112,91.8,92.0,91.0,91.1,26855,91.9,91.8125,91.8125,91.8125,92.331,-0.7625,0.1099,,0.645,-0.776,-3.5979
20251113,92.0,92.0,91.1,91.1,21223,91.52,91.7333,91.7333,91.7333,92.2284,0.0,-2.043,,0.5391,-0.6904,-3.5979
20251114,90.6,90.6,89.2,90.0,54899,91.1,91.56,91.56,91.56,92.0427,-1.2075,-2.2801,,1.3417,-1.7038,-4.7619
20251117,89.2,89.2,86.2,86.3,79848,90.06,91.0818,91.0818,91.0818,91.5642,-4.1111,-5.6831,,1.796,-5.25,-8.6772
20251118,86.4,86.4,83.8,86.3,86386,88.96,90.6833,90.6833,90.6833,91.1255,0.0,-5.9913,,1.8015,-4.8337,-8.6772
20251119,87.0,88.0,86.3,86.6,21556,88.06,90.3692,90.3692,90.3692,90.7484,0.3476,-4.9396,,0.4694,-4.1709,-8.3598
20251120,86.8,86.8,83.9,85.8,17879,87.0,90.0429,90.0429,90.0429,90.336,-0.9238,-5.8178,,0.4071,-4.712,-9.2063
20251121,86.0,86.0,85.2,85.6,13336,86.12,89.7467,89.7467,89.7467,89.9413,-0.2331,-4.8889,,0.3184,-4.6204,-9.418
20251124,86.4,87.8,85.7,87.8,30003,86.42,89.625,89.625,89.625,89.7629,2.5701,1.7381,,0.7293,-2.0363,-7.0899
20251125,87.5,92.9,87.5,91.9,88508,87.54,89.7588,89.7588,89.7588,89.941,4.6697,6.489,,2.015,2.3855,-2.7513
20251126,92.0,93.0,91.9,92.1,32773,88.64,89.8889,89.8889,89.8889,90.1209,0.2176,6.351,,0.7568,2.4598,-2.5397
20251127,91.6,92.9,91.6,92.5,36195,89.98,90.0263,90.0263,90.0263,90.3192,0.4343,7.8089,,0.8431,2.7477,-2.1164
20251128,95.5,95.7,93.2,94.1,165978,91.68,90.23,90.23,90.23,90.6342,1.7297,9.9299,,3.3816,4.289,-1.6719
20251201,93.5,94.0,93.0,93.8,69397,92.88,90.275,90.4,90.4,90.898,-0.3188,6.8337,0.9688,1.3809,3.9047,-1.9854
20251202,94.2,94.9,94.2,94.4,78376,93.38,90.44,90.5818,90.5818,91.1899,0.6397,2.7203,3.6224,1.4958,4.3786,-1.3584
20251203,94.9,94.9,94.3,94.3,37065,93.82,90.605,90.7435,90.7435,91.449,-0.1059,2.3887,3.6264,0.7056,4.0781,-1.4629
20251204,94.4,94.7,94.1,94.1,42521,94.14,90.66,90.8833,90.8833,91.67,-0.2121,1.7297,1.1828,0.8142,3.7944,-1.6719
20251205,94.1,94.5,93.6,94.2,42680,94.16,90.765,91.016,91.016,91.8808,0.1063,0.1063,2.2801,0.8123,3.7845,-1.5674
20251208,95.3,96.7,94.4,94.9,133732,94.38,90.935,91.1654,91.1654,92.1324,0.7431,1.1727,3.7158,2.3198,4.3603,-1.8614
20251209,95.1,96.4,94.8,96.2,132979,94.74,91.155,91.3519,91.3519,92.4714,1.3699,1.9068,4.793,2.194,5.5345,-0.5171
20251210,96.3,99.0,96.0,99.0,260987,95.68,91.55,91.625,91.625,93.0154,2.9106,4.9841,8.6718,3.609,8.1376,0.0
20251211,99.4,99.5,97.3,97.4,156459,96.34,91.865,91.8241,91.8241,93.3808,-1.6162,3.5069,6.9155,1.9785,6.0251,-2.1106
20251212,97.4,98.1,97.0,97.4,74858,96.98,92.235,92.01,92.01,93.7157,0.0,3.397,8.2222,0.9348,5.5998,-2.1106
20251215,97.2,97.4,96.1,96.2,23470,97.24,92.73,92.1452,92.1452,93.9228,-1.232,1.3699,11.4716,0.3038,3.742,-3.3166
20251216,96.2,96.2,93.8,95.1,42310,97.02,93.17,92.2375,92.2375,94.0209,-1.1435,-1.1435,10.197,0.5637,2.0715,-4.4221
20251217,95.0,99.5,95.0,96.7,82043,96.56,93.675,92.3727,92.3727,94.2441,1.6824,-2.3232,11.6628,1.0508,3.2293,-2.8141
20251218,97.6,97.8,96.0,96.0,47136,96.28,94.185,92.4794,92.4794,94.3904,-0.7239,-1.4374,11.8881,0.5926,1.9271,-3.5176
20251219,97.0,99.5,96.3,99.5,208278,96.7,94.88,92.68,92.68,94.8162,3.6458,2.1561,16.2383,2.3327,4.8693,0.0
20251222,98.5,99.9,98.5,99.9,132784,97.44,95.485,92.8806,92.8806,95.2399,0.402,3.8462,13.7813,1.4062,4.6238,0.0
20251223,100.0,106.0,100.0,105.0,266088,99.42,96.14,93.2081,93.2081,96.0532,5.1051,10.4101,14.2546,2.5757,9.2157,-0.9434
20251224,106.5,106.5,100.5,101.0,173033,100.28,96.585,93.4132,93.4132,96.4655,-3.8095,4.4467,9.6634,1.5685,4.5711,-5.1643
20251226,101.0,106.0,101.0,104.5,271284,101.98,97.185,93.6974,93.6974,97.135,3.4653,8.8542,12.973,2.2223,7.5269,-1.8779
20251229,102.5,103.0,96.9,96.9,367793,101.46,97.325,93.7775,93.7775,97.1154,-7.2727,-2.6131,2.9756,2.7829,-0.4367,-9.0141
20251230,96.1,96.1,92.0,94.9,123622,100.46,97.38,93.8049,93.8049,96.9308,-2.064,-5.005,1.1727,0.9166,-2.5467,-10.892
20251231,96.0,96.0,93.6,94.2,64099,98.3,97.37,93.8143,93.8143,96.7032,-0.7376,-10.2857,-0.2119,0.4778,-3.2556,-11.5493
20260102,94.9,96.4,94.7,95.2,46724,97.14,97.415,93.8465,93.8465,96.578,1.0616,-5.7426,0.9544,0.347,-2.2738,-10.6103
20260105,95.0,95.0,93.5,93.7,71913,94.98,97.395,93.8432,93.8432,96.3381,-1.5756,-10.3349,-0.4251,0.5283,-3.7938,-12.0188
20260106,94.0,94.3,92.9,92.9,69458,94.18,97.33,93.8222,93.8222,96.0516,-0.8538,-4.128,-1.38,0.5053,-4.5515,-12.77
20260107,92.7,93.5,92.5,92.8,54973,93.76,97.225,93.8,93.8,95.7807,-0.1076,-2.2129,-2.2129,0.4117,-4.5513,-12.8638
20260108,91.2,99.0,91.0,91.7,200058,93.26,97.0,93.7553,93.7553,95.4406,-1.1853,-2.6539,-4.6778,1.4617,-5.4639,-13.8967
20260109,91.7,91.9,90.0,91.3,117553,92.48,96.615,93.7042,93.7042,95.0956,-0.4362,-4.0966,-7.7778,0.9064,-5.5012,-14.2723
20260112,93.2,93.2,91.1,91.8,43662,92.1,96.335,93.6653,93.6653,94.8209,0.5476,-2.0277,-5.7495,0.352,-4.7075,-13.8028
20260113,90.2,90.7,88.2,89.0,138955,91.32,95.915,93.572,93.572,94.3358,-3.0501,-4.1981,-8.6242,1.0919,-7.2095,-16.4319
20260114,88.8,95.8,88.8,92.7,104410,91.3,95.74,93.5549,93.5549,94.1995,4.1573,-0.1078,-3.6383,0.7951,-3.1753,-12.9577
20260115,92.6,92.6,90.0,90.0,97120,90.96,95.485,93.4865,93.4865,93.8496,-2.9126,-1.8539,-5.3628,0.7245,-5.7444,-15.493
20260116,90.0,90.9,89.8,90.5,67211,90.8,95.175,93.4302,93.4302,93.5704,0.5556,-0.8762,-6.4116,0.5042,-4.912,-15.0235
20260119,91.0,91.0,88.5,88.6,85147,90.16,94.805,93.3407,93.3407,93.1562,-2.0994,-3.4858,-7.7083,0.6297,-6.545,-16.8075
20260120,89.7,89.8,88.3,88.3,40923,90.02,94.245,93.2491,93.2491,92.7515,-0.3386,-0.7865,-11.2563,0.3226,-6.308,-17.0892
20260121,88.2,88.2,86.8,87.0,59882,88.88,93.6,93.1375,93.1375,92.2722,-1.4723,-6.1489,-12.9129,0.4861,-7.0513,-18.3099
20260122,86.6,89.9,86.6,88.7,28752,88.62,92.785,93.0596,93.0596,91.9746,1.954,-1.4444,-15.5238,0.2583,-4.4027,-16.7136
20260123,88.0,89.0,87.7,87.8,17513,88.08,92.125,92.969,92.969,91.6267,-1.0147,-2.9834,-13.0693,0.1691,-4.6947,-17.5587
20260126,87.8,89.9,87.6,88.4,91425,88.04,91.32,92.8915,92.8915,91.3578,0.6834,-0.2257,-15.4067,0.9669,-3.1975,-16.9953
20260127,88.4,89.8,87.5,89.2,60212,88.22,90.935,92.83,92.83,91.178,0.905,1.0193,-7.9463,0.7604,-1.908,-16.2441
20260128,88.9,90.9,88.5,88.9,63294,88.6,90.635,92.7633,92.7656,90.9881,-0.3363,2.1839,-6.3224,0.831,-1.9143,-16.5258
20260129,88.2,89.8,85.8,87.8,395814,88.42,90.315,92.7083,92.6855,90.7225,-1.2373,-1.0147,-6.7941,4.2675,-2.7847,-17.5587
20260130,88.9,88.9,87.1,88.1,180172,88.48,89.96,92.66,92.6127,90.5039,0.3417,0.3417,-7.458,1.8122,-2.0676,-17.277
20260202,87.7,88.9,87.7,88.5,101205,88.5,89.7,92.585,92.5484,90.3369,0.454,0.1131,-5.5496,1.0032,-1.3378,-16.9014
20260203,88.6,88.9,88.0,88.1,58381,88.28,89.46,92.5183,92.48,90.1505,-0.452,-1.2332,-5.1668,0.5819,-1.5202,-17.277
20260204,88.1,88.4,88.0,88.0,45945,88.1,89.22,92.46,92.4121,89.9713,-0.1135,-1.0124,-5.1724,0.46,-1.3674,-17.3709
20260205,87.2,88.5,87.1,87.6,45402,88.06,89.015,92.39,92.3403,89.7737,-0.4545,-0.2278,-4.4711,0.4927,-1.5896,-17.7465
20260206,87.0,87.6,84.9,87.5,125446,87.94,88.825,92.33,92.2691,89.5842,-0.1142,-0.681,-4.1621,1.3555,-1.4917,-17.8404
20260209,87.7,89.5,86.9,88.8,130982,88.0,88.675,92.2917,92.2188,89.5189,1.4857,0.339,-3.268,1.3516,0.141,-16.6197
20260210,88.2,88.3,86.7,87.0,63933,87.78,88.575,92.2417,92.1443,89.309,-2.027,-1.2486,-2.2472,0.6863,-1.7782,-18.3099
20260211,86.0,86.0,83.7,85.0,165805,87.18,88.19,92.22,92.0437,88.9499,-2.2989,-3.4091,-8.3064,1.723,-3.6172,-20.1878
20260223,85.0,85.0,83.2,84.4,77606,86.54,87.91,92.1883,91.9375,88.5707,-0.7059,-3.653,-6.2222,0.8147,-3.9927,-20.7512
20260224,84.4,84.9,83.7,83.8,44932,85.8,87.575,92.1417,91.826,88.1732,-0.7109,-4.2286,-7.4033,0.4773,-4.3106,-21.3146
20260225,84.4,84.4,83.3,83.5,111730,84.74,87.32,92.1033,91.7135,87.7837,-0.358,-5.9685,-5.7562,1.1703,-4.3747,-21.5962
20260226,83.6,83.7,81.9,82.4,139471,83.82,87.025,92.05,91.5893,87.3351,-1.3174,-5.2874,-6.6818,1.3892,-5.3146,-22.6291
20260302,82.4,84.7,81.6,83.3,115239,83.48,86.84,91.975,91.4803,86.9988,1.0922,-2.0,-4.2529,1.1171,-4.0765,-21.784
