stock_id,stock_name,theme,market_type,close,volume,price_ret_5d,price_ret_10d,price_ret_20d,relative_ret_20d_vs_twse,relative_ret_20d_vs_tpex,distance_ma20_pct,distance_ma60_pct,volume_ratio_20d,volatility_20d,atr_14,close_position_20d,distance_20d_high,breakout_20d_high,consolidation_days,narrow_range_20d,high_volume_upper_shadow,failed_breakout,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,tdcc_price_phase,setup_type,abm_score,warrant_flow_score,revenue_yoy,revenue_low_price_response,catalyst_available,theme_breadth_score,theme_mainstream_status,market_regime,risk_level,surge_precondition_score,surge_watch_label,risk_flags,reason_summary
1294,漢田生技,other,TPEX,75.3,42000,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
1295,生合,other,TPEX,110.5,398000,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
1336,台翰,other,TPEX,16.65,134000,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
1565,精華,other,TPEX,129.0,76000,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
0050,元大台灣50,other,TWSE,63.95,88131032,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
0051,元大中型100,other,TWSE,90.65,170218,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
0052,富邦科技,other,TWSE,257.35,3491930,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
0053,元大電子,other,TWSE,140.8,32186,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
0055,元大MSCI金融,other,TWSE,30.73,109433,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
0056,元大高股息,other,TWSE,36.96,70008952,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
0057,富邦摩台,other,TWSE,186.55,28917,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
0061,元大寶滬深,other,TWSE,22.17,205597,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
1101,台泥,other,TWSE,21.1,34180546,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
1102,亞泥,other,TWSE,35.55,4020655,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
5439,高技,PCB/CCL,TPEX,340.0,9791000,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
5464,霖宏,PCB/CCL,TPEX,26.7,116000,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
1240,茂生農經,other,TPEX,57.3,18000,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
1259,安心,other,TPEX,59.8,9000,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
1264,德麥,other,TPEX,293.0,11000,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
1268,漢來美食,other,TPEX,160.5,43000,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
1294,漢田生技,other,TPEX,75.0,22000,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
1295,生合,other,TPEX,108.0,160000,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
1336,台翰,other,TPEX,16.55,112000,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
1565,精華,other,TPEX,129.5,76000,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
0050,元大台灣50,other,TWSE,63.15,229413552,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
0051,元大中型100,other,TWSE,90.3,129886,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
0052,富邦科技,other,TWSE,253.6,4728977,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
0053,元大電子,other,TWSE,138.2,136886,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
0055,元大MSCI金融,other,TWSE,30.69,109013,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
0056,元大高股息,other,TWSE,36.78,131885420,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
0057,富邦摩台,other,TWSE,183.85,89722,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
0061,元大寶滬深,other,TWSE,22.19,247609,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
1101,台泥,other,TWSE,21.1,18062138,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
1102,亞泥,other,TWSE,35.7,3517331,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
5439,高技,PCB/CCL,TPEX,330.5,13613000,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
5464,霖宏,PCB/CCL,TPEX,27.15,214000,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
1240,茂生農經,other,TPEX,57.2,5000,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
1259,安心,other,TPEX,60.3,4000,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
1264,德麥,other,TPEX,292.5,9000,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
1268,漢來美食,other,TPEX,160.0,30000,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
1294,漢田生技,other,TPEX,74.5,6000,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
1295,生合,other,TPEX,107.0,176000,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
1336,台翰,other,TPEX,16.35,150000,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
1565,精華,other,TPEX,129.0,115000,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
0050,元大台灣50,other,TWSE,63.3,68680372,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
0051,元大中型100,other,TWSE,91.9,88216,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
0052,富邦科技,other,TWSE,254.85,2091092,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
0053,元大電子,other,TWSE,140.0,11333,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
0055,元大MSCI金融,other,TWSE,30.85,99181,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
0056,元大高股息,other,TWSE,36.95,48010495,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
0057,富邦摩台,other,TWSE,185.3,28309,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
0061,元大寶滬深,other,TWSE,22.51,216068,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
1101,台泥,other,TWSE,21.5,15026453,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
1102,亞泥,other,TWSE,36.0,3307557,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
4916,事欣科,AI server supply chain,TWSE,53.1,2469003,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
2355,敬鵬,PCB/CCL,TWSE,32.4,1038183,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
3481,群創,consumer electronics,TWSE,13.95,39251291,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
2344,華邦電,memory,TWSE,59.0,40871416,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
3006,晶豪科,memory,TWSE,95.6,41656255,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
4906,正文,networking,TWSE,26.55,5993984,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
6285,啟碁,networking,TWSE,117.5,17050267,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
3450,聯鈞,optical communication/CPO,TWSE,260.0,7673192,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
4916,事欣科,AI server supply chain,TWSE,52.2,2264576,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
2355,敬鵬,PCB/CCL,TWSE,32.45,1428905,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
3481,群創,consumer electronics,TWSE,13.75,55373603,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
2344,華邦電,memory,TWSE,56.0,47931403,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
3006,晶豪科,memory,TWSE,88.7,14730488,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
4906,正文,networking,TWSE,26.0,3521372,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
6285,啟碁,networking,TWSE,128.5,3536564,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
3450,聯鈞,optical communication/CPO,TWSE,256.0,12289526,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
4916,事欣科,AI server supply chain,TWSE,52.2,3848636,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
2355,敬鵬,PCB/CCL,TWSE,32.4,1390298,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
3481,群創,consumer electronics,TWSE,13.45,41574758,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
3006,晶豪科,memory,TWSE,87.8,12243290,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
4906,正文,networking,TWSE,25.4,3435647,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
6285,啟碁,networking,TWSE,126.5,3137973,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
3450,聯鈞,optical communication/CPO,TWSE,266.0,9161607,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
5439,高技,PCB/CCL,TPEX,313.5,19338000,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
5464,霖宏,PCB/CCL,TPEX,27.45,136000,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
1240,茂生農經,other,TPEX,57.6,4000,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
1264,德麥,other,TPEX,293.5,16000,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
1268,漢來美食,other,TPEX,164.0,72000,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
1294,漢田生技,other,TPEX,74.9,6000,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
1295,生合,other,TPEX,107.5,107000,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
1336,台翰,other,TPEX,16.4,85000,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
1565,精華,other,TPEX,130.5,96000,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
1569,濱川,other,TPEX,66.9,2186000,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
0050,元大台灣50,other,TWSE,62.55,111187957,,,,,,-1.3718070009460792,-1.3718070009460792,,,0.9599999999999994,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,10.0,D_weak_or_insufficient,,靠近MA20
0051,元大中型100,other,TWSE,91.0,42616,,,,,,-0.36132705573196366,-0.36132705573196366,,,1.7200000000000017,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,10.0,D_weak_or_insufficient,,靠近MA20
0052,富邦科技,other,TWSE,251.5,3564264,,,,,,-1.4537047921319712,-1.4537047921319712,,,4.400000000000006,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,10.0,D_weak_or_insufficient,,靠近MA20
0053,元大電子,other,TWSE,138.1,20137,,,,,,-1.187750429307377,-1.187750429307377,,,2.5700000000000047,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,10.0,D_weak_or_insufficient,,靠近MA20
0055,元大MSCI金融,other,TWSE,30.61,150905,,,,,,-0.2801667969768107,-0.2801667969768107,,,0.2279999999999994,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,10.0,D_weak_or_insufficient,,靠近MA20
0056,元大高股息,other,TWSE,36.55,55517646,,,,,,-0.9860757436203182,-0.9860757436203182,,,0.4280000000000001,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,10.0,D_weak_or_insufficient,,靠近MA20
0057,富邦摩台,other,TWSE,182.85,23303,,,,,,-1.2262316335350132,-1.2262316335350132,,,2.290000000000009,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,10.0,D_weak_or_insufficient,,靠近MA20
0061,元大寶滬深,other,TWSE,22.58,258105,,,,,,1.07430617726052,1.07430617726052,,,0.2539999999999999,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,10.0,D_weak_or_insufficient,,靠近MA20
1101,台泥,other,TWSE,21.75,16739628,,,,,,1.6830294530154166,1.6830294530154166,,,0.5199999999999989,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,10.0,D_weak_or_insufficient,,靠近MA20
1102,亞泥,other,TWSE,36.1,3352561,,,,,,0.9507829977628779,0.9507829977628779,,,0.6199999999999989,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,10.0,D_weak_or_insufficient,,靠近MA20
4916,事欣科,AI server supply chain,TWSE,51.5,1675643,,,,,,-1.8299656881433535,-1.8299656881433535,,,2.28,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,10.0,D_weak_or_insufficient,,靠近MA20
2355,敬鵬,PCB/CCL,TWSE,31.9,1167753,,,,,,-1.5432098765432056,-1.5432098765432056,,,0.6800000000000004,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,10.0,D_weak_or_insufficient,,靠近MA20
3481,群創,consumer electronics,TWSE,13.85,36116584,,,,,,1.0948905109489093,1.0948905109489093,,,0.41999999999999993,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,10.0,D_weak_or_insufficient,,靠近MA20
2344,華邦電,memory,TWSE,58.1,22850042,,,,,,2.6501766784452263,2.6501766784452263,,,3.6399999999999992,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,10.0,D_weak_or_insufficient,,靠近MA20
3006,晶豪科,memory,TWSE,95.0,20502408,,,,,,3.93873085339167,3.93873085339167,,,6.06,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,10.0,D_weak_or_insufficient,,靠近MA20
4906,正文,networking,TWSE,26.5,3790345,,,,,,1.3384321223709472,1.3384321223709472,,,0.9600000000000002,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,10.0,D_weak_or_insufficient,,靠近MA20
6285,啟碁,networking,TWSE,111.5,10063291,,,,,,-8.905228758169937,-8.905228758169937,,,6.7,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
3450,聯鈞,optical communication/CPO,TWSE,260.0,9354244,,,,,,-1.812688821752273,-1.812688821752273,,,14.8,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,10.0,D_weak_or_insufficient,,靠近MA20
5439,高技,PCB/CCL,TPEX,309.0,7833000,,,,,,-6.5052950075642935,-6.5052950075642935,,,27.0,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
5464,霖宏,PCB/CCL,TPEX,27.5,249000,,,,,,1.7388087310395761,1.7388087310395761,,,0.7799999999999997,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,10.0,D_weak_or_insufficient,,靠近MA20
1240,茂生農經,other,TPEX,57.4,12000,,,,,,-0.034831069313834284,-0.034831069313834284,,,0.6399999999999977,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,10.0,D_weak_or_insufficient,,靠近MA20
1259,安心,other,TPEX,60.2,2000,,,,,,,,,,,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,,
1264,德麥,other,TPEX,296.0,25000,,,,,,0.7831120190670893,0.7831120190670893,,,1.8,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,10.0,D_weak_or_insufficient,,靠近MA20
1268,漢來美食,other,TPEX,163.0,57000,,,,,,0.9287925696594534,0.9287925696594534,,,2.4,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,10.0,D_weak_or_insufficient,,靠近MA20
1294,漢田生技,other,TPEX,73.4,19000,,,,,,-1.6349504154382188,-1.6349504154382188,,,1.519999999999999,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,10.0,D_weak_or_insufficient,,靠近MA20
1295,生合,other,TPEX,105.0,156000,,,,,,-2.416356877323411,-2.416356877323411,,,4.0,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,10.0,D_weak_or_insufficient,,靠近MA20
1336,台翰,other,TPEX,16.35,115000,,,,,,-0.6682867557715633,-0.6682867557715633,,,0.2699999999999996,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,10.0,D_weak_or_insufficient,,靠近MA20
1565,精華,other,TPEX,133.0,302000,,,,,,2.1505376344086002,2.1505376344086002,,,2.4,,,False,0.0,False,True,False,,,,,,,,,False,True,,,,,0.0,C_too_hot,too_hot_or_overextended,靠近MA20；風險:too_hot_or_overextended
0050,元大台灣50,other,TWSE,63.35,83130868,-1.247077162899457,,,,,-0.0919437991556249,-0.0919437991556249,,,0.9333333333333336,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,10.0,D_weak_or_insufficient,,靠近MA20
0051,元大中型100,other,TWSE,91.85,66684,-1.0237068965517238,,,,,0.4739834187845293,0.4739834187845293,,,1.6500000000000032,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,10.0,D_weak_or_insufficient,,靠近MA20
0052,富邦科技,other,TWSE,255.85,1365866,-1.1207729468599048,,,,,0.20887783681990957,0.20887783681990957,,,4.408333333333336,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,10.0,D_weak_or_insufficient,,靠近MA20
0053,元大電子,other,TWSE,138.85,17363,-2.0112914608327426,,,,,-0.5431625483585334,-0.5431625483585334,,,2.425000000000002,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,10.0,D_weak_or_insufficient,,靠近MA20
0055,元大MSCI金融,other,TWSE,30.6,126413,0.0,,,,,-0.26075619295957697,-0.26075619295957697,,,0.20666666666666642,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,10.0,D_weak_or_insufficient,,靠近MA20
0056,元大高股息,other,TWSE,36.57,31781294,-2.0358960621484012,,,,,-0.7778775636451352,-0.7778775636451352,,,0.383333333333334,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,10.0,D_weak_or_insufficient,,靠近MA20
0057,富邦摩台,other,TWSE,184.65,5290,-1.2830793905372895,,,,,-0.2116820154592136,-0.2116820154592136,,,2.208333333333343,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,10.0,D_weak_or_insufficient,,靠近MA20
0061,元大寶滬深,other,TWSE,22.58,201128,1.4831460674157304,,,,,0.8936550491510209,0.8936550491510209,,,0.2400000000000002,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,10.0,D_weak_or_insufficient,,靠近MA20
1101,台泥,other,TWSE,21.9,13051188,1.8604651162790642,,,,,1.9790454016297865,1.9790454016297865,,,0.47499999999999903,,,False,0.0,False,False,False,,,,,,,,,False,True,,,,,10.0,D_weak_or_insufficient,,靠近MA20
