surge_date,pre_date,stock_id,stock_name,theme,market_type,surge_type,days_before_surge_signal,event_future_max_ret_5d,event_future_max_ret_10d,event_future_max_ret_20d,days_to_surge_high,close,volume,price_ret_5d,price_ret_10d,price_ret_20d,relative_ret_20d_vs_twse,relative_ret_20d_vs_tpex,distance_ma20_pct,distance_ma60_pct,volume_ratio_20d,volatility_20d,atr_14,close_position_20d,distance_20d_high,breakout_20d_high,consolidation_days,narrow_range_20d,high_volume_upper_shadow,failed_breakout,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,tdcc_price_phase,setup_type,abm_score,warrant_flow_score,revenue_yoy,revenue_low_price_response,catalyst_available,theme_breadth_score,theme_mainstream_status,market_regime,risk_level,surge_precondition_score,surge_watch_label,risk_flags,reason_summary,source_tdcc_dataset_id,tdcc_continuity_status,tdcc_missing_official_dates
20260602,20260526,2059,川湖,other,TWSE,surge_10d,5,33.89162561576355,41.77339901477832,55.172413793103445,9,5035.0,310520.0,13.146067415730345,-7.529843893480259,27.14646464646464,17.280052485712936,10.636717928522721,6.442577030812324,30.18184839970828,0.46601761072927056,5.046183566709461,367.5,66.47398843930635,-10.329474621549418,False,0.0,False,False,False,0.0,False,False,,,,,,False,True,,,,,0.0,C_too_hot,too_hot_or_overextended,風險:too_hot_or_overextended,tdcc-20260717-98c564c5bc4ab725,complete,
20260527,20260526,2061,風青,other,TPEx,surge_10d,1,27.67857142857142,33.779761904761905,107.73809523809521,6,32.2,32000.0,48.38709677419357,49.767441860465134,73.11827956989248,63.25186740914077,56.60853285195056,44.23292273236284,71.91671115856914,0.022776611267304885,4.221401552941716,1.667857142857143,100.0,0.0,True,0.0,False,False,False,0.0,False,False,,,,,,False,True,,,,,0.0,C_too_hot,too_hot_or_overextended,風險:too_hot_or_overextended,tdcc-20260717-98c564c5bc4ab725,complete,
20260528,20260526,2061,風青,other,TPEx,surge_10d,2,36.21212121212123,36.21212121212123,111.51515151515153,5,32.2,32000.0,48.38709677419357,49.767441860465134,73.11827956989248,63.25186740914077,56.60853285195056,44.23292273236284,71.91671115856914,0.022776611267304885,4.221401552941716,1.667857142857143,100.0,0.0,True,0.0,False,False,False,0.0,False,False,,,,,,False,True,,,,,0.0,C_too_hot,too_hot_or_overextended,風險:too_hot_or_overextended,tdcc-20260717-98c564c5bc4ab725,complete,
20260529,20260526,2061,風青,other,TPEx,surge_5d,3,23.829201101928387,23.829201101928387,92.28650137741047,4,32.2,32000.0,48.38709677419357,49.767441860465134,73.11827956989248,63.25186740914077,56.60853285195056,44.23292273236284,71.91671115856914,0.022776611267304885,4.221401552941716,1.667857142857143,100.0,0.0,True,0.0,False,False,False,0.0,False,False,,,,,,False,True,,,,,0.0,C_too_hot,too_hot_or_overextended,風險:too_hot_or_overextended,tdcc-20260717-98c564c5bc4ab725,complete,
20260609,20260526,2061,風青,other,TPEx,surge_10d,10,16.223404255319164,69.68085106382978,128.19148936170214,10,32.2,32000.0,48.38709677419357,49.767441860465134,73.11827956989248,63.25186740914077,56.60853285195056,44.23292273236284,71.91671115856914,0.022776611267304885,4.221401552941716,1.667857142857143,100.0,0.0,True,0.0,False,False,False,0.0,False,False,,,,,,False,True,,,,,0.0,C_too_hot,too_hot_or_overextended,風險:too_hot_or_overextended,tdcc-20260717-98c564c5bc4ab725,complete,
20260527,20260526,2072,世紀風電,other,TWSE,surge_10d,1,10.271903323262844,25.075528700906347,25.075528700906347,7,166.5,360917.0,-4.584527220630374,-6.72268907563025,-4.034582132564846,-13.90099429331655,-20.544328850506766,-5.2227123950476795,-6.671659125661988,0.622575107414591,2.2055213980710757,6.464285714285714,15.686274509803921,-11.436170212765962,False,20.0,False,False,False,0.0,False,False,,,,,,False,True,,,,,10.0,D_weak_or_insufficient,,,tdcc-20260717-98c564c5bc4ab725,complete,
20260529,20260526,2072,世紀風電,other,TWSE,surge_5d,3,21.407624633431087,21.407624633431087,21.407624633431087,5,166.5,360917.0,-4.584527220630374,-6.72268907563025,-4.034582132564846,-13.90099429331655,-20.544328850506766,-5.2227123950476795,-6.671659125661988,0.622575107414591,2.2055213980710757,6.464285714285714,15.686274509803921,-11.436170212765962,False,20.0,False,False,False,0.0,False,False,,,,,,False,True,,,,,10.0,D_weak_or_insufficient,,,tdcc-20260717-98c564c5bc4ab725,complete,
20260529,20260526,2108,南帝,other,TWSE,surge_5d,3,20.887245841035117,20.887245841035117,20.887245841035117,5,27.4,1239670.0,1.1070110701106861,-1.2612612612612706,-2.1428571428571463,-12.00926930360885,-18.652603860799065,-0.07293946024800047,3.807539306686869,0.6756972387776533,2.4695822689260223,1.0678571428571428,31.99999999999998,-8.514190317195325,False,20.0,True,False,False,2.0,True,True,,,,,,False,True,,,,,50.0,D_weak_or_insufficient,,靠近MA20,tdcc-20260717-98c564c5bc4ab725,complete,
20260529,20260526,2241,艾姆勒,other,TWSE,surge_10d,3,3.328509406657032,26.48335745296673,59.18958031837918,9,36.95,2498561.0,10.794602698650667,7.883211678832125,16.74565560821486,6.879243447463157,0.23590889027294182,12.21623263229823,20.561336191566927,1.334244488552678,4.113449254354632,2.3821428571428562,71.63461538461542,-7.393483709273174,False,0.0,False,False,False,1.0,True,True,,,,,,False,True,,,,,18.0,D_weak_or_insufficient,,量能溫和,tdcc-20260717-98c564c5bc4ab725,complete,
20260602,20260526,2241,艾姆勒,other,TWSE,surge_10d,5,31.375579598145276,41.57650695517774,70.01545595054095,9,36.95,2498561.0,10.794602698650667,7.883211678832125,16.74565560821486,6.879243447463157,0.23590889027294182,12.21623263229823,20.561336191566927,1.334244488552678,4.113449254354632,2.3821428571428562,71.63461538461542,-7.393483709273174,False,0.0,False,False,False,1.0,True,True,,,,,,False,True,,,,,18.0,D_weak_or_insufficient,,量能溫和,tdcc-20260717-98c564c5bc4ab725,complete,
20260609,20260526,2241,艾姆勒,other,TWSE,surge_10d,10,15.365239294710321,38.539042821158674,38.539042821158674,8,36.95,2498561.0,10.794602698650667,7.883211678832125,16.74565560821486,6.879243447463157,0.23590889027294182,12.21623263229823,20.561336191566927,1.334244488552678,4.113449254354632,2.3821428571428562,71.63461538461542,-7.393483709273174,False,0.0,False,False,False,1.0,True,True,,,,,,False,True,,,,,18.0,D_weak_or_insufficient,,量能溫和,tdcc-20260717-98c564c5bc4ab725,complete,
20260527,20260526,2243,宏旭-KY,other,TWSE,surge_10d,1,26.315789473684205,31.36842105263158,135.7894736842105,10,23.5,610555.0,8.79629629629628,5.855855855855863,-5.811623246492981,-15.678035407244685,-22.3213699644349,-0.833421246966981,13.494769581469935,0.3951466768180983,5.108349406196866,1.3392857142857142,32.9113924050633,-18.40277777777778,False,0.0,False,False,False,2.0,False,True,,,,,,False,True,,,,,30.0,D_weak_or_insufficient,,靠近MA20,tdcc-20260717-98c564c5bc4ab725,complete,
20260528,20260526,2243,宏旭-KY,other,TWSE,surge_10d,2,20.724346076458744,36.217303822937616,145.07042253521126,10,23.5,610555.0,8.79629629629628,5.855855855855863,-5.811623246492981,-15.678035407244685,-22.3213699644349,-0.833421246966981,13.494769581469935,0.3951466768180983,5.108349406196866,1.3392857142857142,32.9113924050633,-18.40277777777778,False,0.0,False,False,False,2.0,False,True,,,,,,False,True,,,,,30.0,D_weak_or_insufficient,,靠近MA20,tdcc-20260717-98c564c5bc4ab725,complete,
20260529,20260526,2243,宏旭-KY,other,TWSE,surge_10d,3,9.890109890109876,36.26373626373627,123.07692307692308,10,23.5,610555.0,8.79629629629628,5.855855855855863,-5.811623246492981,-15.678035407244685,-22.3213699644349,-0.833421246966981,13.494769581469935,0.3951466768180983,5.108349406196866,1.3392857142857142,32.9113924050633,-18.40277777777778,False,0.0,False,False,False,2.0,False,True,,,,,,False,True,,,,,30.0,D_weak_or_insufficient,,靠近MA20,tdcc-20260717-98c564c5bc4ab725,complete,
20260602,20260526,2243,宏旭-KY,other,TWSE,surge_10d,5,6.071428571428572,60.53571428571429,123.21428571428572,10,23.5,610555.0,8.79629629629628,5.855855855855863,-5.811623246492981,-15.678035407244685,-22.3213699644349,-0.833421246966981,13.494769581469935,0.3951466768180983,5.108349406196866,1.3392857142857142,32.9113924050633,-18.40277777777778,False,0.0,False,False,False,2.0,False,True,,,,,,False,True,,,,,30.0,D_weak_or_insufficient,,靠近MA20,tdcc-20260717-98c564c5bc4ab725,complete,
20260609,20260526,2243,宏旭-KY,other,TWSE,surge_10d,10,57.719298245614034,81.40350877192984,137.89473684210526,7,23.5,610555.0,8.79629629629628,5.855855855855863,-5.811623246492981,-15.678035407244685,-22.3213699644349,-0.833421246966981,13.494769581469935,0.3951466768180983,5.108349406196866,1.3392857142857142,32.9113924050633,-18.40277777777778,False,0.0,False,False,False,2.0,False,True,,,,,,False,True,,,,,30.0,D_weak_or_insufficient,,靠近MA20,tdcc-20260717-98c564c5bc4ab725,complete,
20260527,20260526,2302,麗正,other,TWSE,surge_5d,1,24.311926605504564,24.311926605504564,66.97247706422019,3,33.95,18505491.0,35.52894211576847,43.55179704016916,88.08864265927978,78.22223049852808,71.57889594133786,44.05431208231676,69.2988186483023,2.9432063482568758,4.7772710708868695,2.121428571428571,100.0,0.0,True,3.0,False,False,False,1.0,True,True,,,,,,False,True,,,,,0.0,C_too_hot,too_hot_or_overextended,風險:too_hot_or_overextended,tdcc-20260717-98c564c5bc4ab725,complete,
20260609,20260526,2302,麗正,other,TWSE,surge_10d,10,23.122238586156097,49.04270986745212,71.13402061855669,8,33.95,18505491.0,35.52894211576847,43.55179704016916,88.08864265927978,78.22223049852808,71.57889594133786,44.05431208231676,69.2988186483023,2.9432063482568758,4.7772710708868695,2.121428571428571,100.0,0.0,True,3.0,False,False,False,1.0,True,True,,,,,,False,True,,,,,0.0,C_too_hot,too_hot_or_overextended,風險:too_hot_or_overextended,tdcc-20260717-98c564c5bc4ab725,complete,
20260609,20260526,2303,聯電,other,TWSE,surge_10d,10,13.33333333333333,45.49019607843137,45.49019607843137,10,130.5,291896012.0,15.486725663716804,24.880382775119614,79.50481430536452,69.63840214461281,62.9950675874226,30.252520211597968,73.58732506587673,1.1018664845938098,4.970711713917091,9.042857142857141,95.17684887459808,-2.2471910112359605,True,0.0,False,False,False,0.0,False,False,,,,,,False,True,,,,,0.0,C_too_hot,too_hot_or_overextended,量能溫和；風險:too_hot_or_overextended,tdcc-20260717-98c564c5bc4ab725,complete,
20260602,20260526,2305,全友,other,TWSE,surge_10d,5,3.6324786324786418,29.700854700854705,75.21367521367523,10,20.8,37880895.0,26.82926829268295,18.85714285714286,30.817610062893074,20.95119790214137,14.307863344951155,20.842411038489495,28.972252363974583,6.786436194491191,4.12315987022065,1.3892857142857142,72.85714285714288,-8.370044052863435,True,0.0,False,False,False,1.0,True,True,,,,,,False,True,,,,,0.0,C_too_hot,too_hot_or_overextended,風險:too_hot_or_overextended,tdcc-20260717-98c564c5bc4ab725,complete,
20260609,20260526,2305,全友,other,TWSE,surge_10d,10,31.956521739130437,70.21739130434781,85.43478260869564,10,20.8,37880895.0,26.82926829268295,18.85714285714286,30.817610062893074,20.95119790214137,14.307863344951155,20.842411038489495,28.972252363974583,6.786436194491191,4.12315987022065,1.3892857142857142,72.85714285714288,-8.370044052863435,True,0.0,False,False,False,1.0,True,True,,,,,,False,True,,,,,0.0,C_too_hot,too_hot_or_overextended,風險:too_hot_or_overextended,tdcc-20260717-98c564c5bc4ab725,complete,
20260609,20260526,2316,楠梓電,other,TWSE,surge_10d,10,7.121661721068251,47.47774480712166,47.47774480712166,9,171.5,13759729.0,23.381294964028786,26.568265682656822,45.338983050847446,35.47257089009574,28.829236332905527,30.319148936170226,51.08135488701932,1.4753146187810855,5.2335907051771295,11.285714285714286,91.7910447761194,-3.1073446327683607,True,2.0,False,False,False,3.0,True,True,,,,,,False,True,,,,,16.0,C_too_hot,too_hot_or_overextended,量能溫和；風險:too_hot_or_overextended,tdcc-20260717-98c564c5bc4ab725,complete,
20260527,20260526,2323,中環,other,TWSE,surge_5d,1,23.78640776699028,23.78640776699028,23.78640776699028,5,10.2,11963562.0,7.9365079365079305,-3.7735849056603765,0.0,-9.866412160751704,-16.50974671794192,-0.10772696112036906,-5.023511336654407,1.5660227639245516,2.727456939050266,0.4007142857142857,50.92024539877299,-7.272727272727275,False,20.0,False,False,False,0.0,False,False,,,,,,False,True,,,,,28.0,D_weak_or_insufficient,,靠近MA20；量能溫和,tdcc-20260717-98c564c5bc4ab725,complete,
20260528,20260526,2323,中環,other,TWSE,surge_10d,2,25.61576354679802,25.61576354679802,25.61576354679802,4,10.2,11963562.0,7.9365079365079305,-3.7735849056603765,0.0,-9.866412160751704,-16.50974671794192,-0.10772696112036906,-5.023511336654407,1.5660227639245516,2.727456939050266,0.4007142857142857,50.92024539877299,-7.272727272727275,False,20.0,False,False,False,0.0,False,False,,,,,,False,True,,,,,28.0,D_weak_or_insufficient,,靠近MA20；量能溫和,tdcc-20260717-98c564c5bc4ab725,complete,
20260529,20260526,2323,中環,other,TWSE,surge_5d,3,23.188405797101463,23.188405797101463,23.188405797101463,3,10.2,11963562.0,7.9365079365079305,-3.7735849056603765,0.0,-9.866412160751704,-16.50974671794192,-0.10772696112036906,-5.023511336654407,1.5660227639245516,2.727456939050266,0.4007142857142857,50.92024539877299,-7.272727272727275,False,20.0,False,False,False,0.0,False,False,,,,,,False,True,,,,,28.0,D_weak_or_insufficient,,靠近MA20；量能溫和,tdcc-20260717-98c564c5bc4ab725,complete,
20260527,20260526,2324,仁寶,other,TWSE,surge_10d,1,42.96407185628743,42.96407185628743,42.96407185628743,5,33.6,238724301.0,20.863309352517987,12.374581939799345,12.00000000000001,2.1335878392483068,-4.509746717941908,12.00000000000001,10.83914469126681,2.8101782776315876,4.0537736245312,1.7214285714285722,72.18934911242603,-6.536856745479835,False,4.0,False,False,True,0.0,False,False,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,failed_breakout,風險:failed_breakout,tdcc-20260717-98c564c5bc4ab725,complete,
20260528,20260526,2324,仁寶,other,TWSE,surge_10d,2,42.53731343283582,42.53731343283582,42.53731343283582,4,33.6,238724301.0,20.863309352517987,12.374581939799345,12.00000000000001,2.1335878392483068,-4.509746717941908,12.00000000000001,10.83914469126681,2.8101782776315876,4.0537736245312,1.7214285714285722,72.18934911242603,-6.536856745479835,False,4.0,False,False,True,0.0,False,False,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,failed_breakout,風險:failed_breakout,tdcc-20260717-98c564c5bc4ab725,complete,
20260529,20260526,2324,仁寶,other,TWSE,surge_10d,3,30.108991825613064,30.108991825613064,30.108991825613064,3,33.6,238724301.0,20.863309352517987,12.374581939799345,12.00000000000001,2.1335878392483068,-4.509746717941908,12.00000000000001,10.83914469126681,2.8101782776315876,4.0537736245312,1.7214285714285722,72.18934911242603,-6.536856745479835,False,4.0,False,False,True,0.0,False,False,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,failed_breakout,風險:failed_breakout,tdcc-20260717-98c564c5bc4ab725,complete,
20260527,20260526,2327,國巨*,other,TWSE,surge_10d,1,20.827389443651924,29.52924393723253,64.76462196861625,10,661.0,29457930.0,32.99798792756539,57.56853396901074,116.72131147540985,106.85489931465814,100.21156475746793,47.306256615967456,97.28887478782494,0.5045067098224562,5.1873442351141845,42.714285714285715,92.1875,-4.341534008683068,False,0.0,False,False,False,3.0,True,True,,,,,,False,True,,,,,0.0,C_too_hot,too_hot_or_overextended,風險:too_hot_or_overextended,tdcc-20260717-98c564c5bc4ab725,complete,
20260609,20260526,2327,國巨*,other,TWSE,surge_10d,10,21.065375302663437,35.593220338983045,47.6997578692494,8,661.0,29457930.0,32.99798792756539,57.56853396901074,116.72131147540985,106.85489931465814,100.21156475746793,47.306256615967456,97.28887478782494,0.5045067098224562,5.1873442351141845,42.714285714285715,92.1875,-4.341534008683068,False,0.0,False,False,False,3.0,True,True,,,,,,False,True,,,,,0.0,C_too_hot,too_hot_or_overextended,風險:too_hot_or_overextended,tdcc-20260717-98c564c5bc4ab725,complete,
20260528,20260526,2328,廣宇,other,TWSE,surge_5d,2,21.698113207547177,21.698113207547177,21.698113207547177,3,54.5,12126480.0,7.707509881422925,0.92592592592593,22.886133032694467,13.019720871942763,6.376386314752548,4.25135096360767,13.731218697829718,0.7983065195973826,3.7025619131271927,2.4964285714285714,79.10447761194031,-4.88656195462478,False,3.0,False,False,True,3.0,True,True,,,,,,False,True,,,,,15.0,D_weak_or_insufficient,failed_breakout,靠近MA20；風險:failed_breakout,tdcc-20260717-98c564c5bc4ab725,complete,
20260527,20260526,2331,精英,other,TWSE,surge_10d,1,28.953771289537713,28.953771289537713,28.953771289537713,4,21.15,5471595.0,11.609498680738772,2.9197080291970767,4.444444444444429,-5.421967716307275,-12.06530227349749,4.123076923076918,-3.3438900999465337,1.8107687957615342,2.7742489159264494,0.853571428571429,69.86301369863008,-4.943820224719109,False,14.0,False,False,False,3.0,False,False,,,,,,False,True,,,,,30.0,D_weak_or_insufficient,,靠近MA20,tdcc-20260717-98c564c5bc4ab725,complete,
20260528,20260526,2331,精英,other,TWSE,surge_10d,2,31.188118811881193,31.188118811881193,31.188118811881193,3,21.15,5471595.0,11.609498680738772,2.9197080291970767,4.444444444444429,-5.421967716307275,-12.06530227349749,4.123076923076918,-3.3438900999465337,1.8107687957615342,2.7742489159264494,0.853571428571429,69.86301369863008,-4.943820224719109,False,14.0,False,False,False,3.0,False,False,,,,,,False,True,,,,,30.0,D_weak_or_insufficient,,靠近MA20,tdcc-20260717-98c564c5bc4ab725,complete,
20260609,20260526,2332,友訊,other,TWSE,surge_10d,10,9.12052117263844,35.50488599348536,42.67100977198697,8,15.5,6702381.0,11.913357400722035,10.320284697508896,10.320284697508896,0.4538725367571921,-6.189462020433023,9.135715543038202,4.25985591960556,1.639547462677892,2.061768339948692,0.5892857142857144,75.92592592592598,-4.0247678018575765,False,18.0,False,False,True,1.0,True,True,,,,,,False,True,,,,,13.0,D_weak_or_insufficient,failed_breakout,量能溫和；風險:failed_breakout,tdcc-20260717-98c564c5bc4ab725,complete,
20260609,20260526,2337,旺宏,other,TWSE,surge_10d,10,14.432989690721643,31.958762886597935,31.958762886597935,9,160.5,163663703.0,11.458333333333325,4.90196078431373,10.689655172413804,0.8232430116621003,-5.820091545528115,2.050548402479735,16.816478037774285,0.8671701874156397,5.752605521040648,12.107142857142858,57.14285714285714,-10.084033613445376,False,0.0,False,False,False,0.0,False,False,,,,,,False,True,,,,,10.0,D_weak_or_insufficient,,靠近MA20,tdcc-20260717-98c564c5bc4ab725,complete,
20260609,20260526,2338,光罩,other,TWSE,surge_5d,10,21.894736842105257,21.894736842105257,21.894736842105257,5,55.4,15723414.0,13.874614594039048,9.70297029702969,17.872340425531917,8.005928264780213,1.3625937075899976,9.866137828458111,13.099770738190353,2.014943391967992,3.8300515075477355,3.3607142857142844,67.003367003367,-8.126036484245436,False,0.0,False,False,True,1.0,True,True,,,,,,False,True,,,,,0.0,D_weak_or_insufficient,failed_breakout,風險:failed_breakout,tdcc-20260717-98c564c5bc4ab725,complete,
20260609,20260526,2340,台亞,other,TWSE,surge_10d,10,14.999999999999991,30.85714285714285,30.85714285714285,9,39.0,8058166.0,14.874815905743732,2.4967148488830526,10.63829787234043,0.7718857115887268,-5.871448845601488,3.8131363545617747,22.151750058726805,0.6400509755389598,4.542838309989141,2.1142857142857148,58.37320574162679,-10.034602076124566,False,0.0,False,False,False,2.0,False,True,,,,,,False,True,,,,,30.0,D_weak_or_insufficient,,靠近MA20,tdcc-20260717-98c564c5bc4ab725,complete,
20260609,20260526,2342,茂矽,other,TWSE,surge_10d,10,16.203143893591275,54.53446191051994,54.53446191051994,9,43.35,19274704.0,12.451361867704303,-1.7006802721088454,38.05732484076434,28.190912680012634,21.54757812282242,8.300543376428692,28.232433487744714,1.734490048540101,4.677060135138363,3.1785714285714297,75.95307917888563,-8.640674394099058,False,0.0,False,False,True,1.0,True,True,,,,,,False,True,,,,,0.0,C_too_hot,too_hot_or_overextended;failed_breakout,量能溫和；風險:too_hot_or_overextended;failed_breakout,tdcc-20260717-98c564c5bc4ab725,complete,
20260527,20260526,2344,華邦電,memory,TWSE,surge_5d,1,24.51612903225806,24.51612903225806,50.64516129032257,5,141.0,336105421.0,19.999999999999996,16.049382716049386,50.159744408945684,40.29333224819398,33.64999769100376,22.704725437298755,33.371169125993184,1.4543426212562078,5.852050927292302,10.678571428571429,100.0,0.0,True,4.0,False,False,False,0.0,False,False,,,,,,False,True,,,,,0.0,C_too_hot,too_hot_or_overextended,量能溫和；風險:too_hot_or_overextended,tdcc-20260717-98c564c5bc4ab725,complete,
20260528,20260526,2344,華邦電,memory,TWSE,surge_10d,2,34.02777777777777,34.02777777777777,62.15277777777777,4,141.0,336105421.0,19.999999999999996,16.049382716049386,50.159744408945684,40.29333224819398,33.64999769100376,22.704725437298755,33.371169125993184,1.4543426212562078,5.852050927292302,10.678571428571429,100.0,0.0,True,4.0,False,False,False,0.0,False,False,,,,,,False,True,,,,,0.0,C_too_hot,too_hot_or_overextended,量能溫和；風險:too_hot_or_overextended,tdcc-20260717-98c564c5bc4ab725,complete,
20260529,20260526,2344,華邦電,memory,TWSE,surge_5d,3,22.151898734177223,22.151898734177223,47.784810126582286,3,141.0,336105421.0,19.999999999999996,16.049382716049386,50.159744408945684,40.29333224819398,33.64999769100376,22.704725437298755,33.371169125993184,1.4543426212562078,5.852050927292302,10.678571428571429,100.0,0.0,True,4.0,False,False,False,0.0,False,False,,,,,,False,True,,,,,0.0,C_too_hot,too_hot_or_overextended,量能溫和；風險:too_hot_or_overextended,tdcc-20260717-98c564c5bc4ab725,complete,
