日期,身份別,期貨多方交易口數,選擇權多方交易口數,期貨多方交易契約金額(千元),選擇權多方交易契約金額(千元),期貨空方交易口數,選擇權空方交易口數,期貨空方交易契約金額(千元),選擇權空方交易契約金額(千元),期貨多空交易口數淨額,選擇權多空交易口數淨額,期貨多空交易契約金額淨額(千元),選擇權多空交易契約金額淨額(千元),期貨多方未平倉口數,選擇權多方未平倉口數,期貨多方未平倉契約金額(千元),選擇權多方未平倉契約金額(千元),期貨空方未平倉口數,選擇權空方未平倉口數,期貨空方未平倉契約金額(千元),選擇權空方未平倉契約金額(千元),期貨多空未平倉口數淨額,選擇權多空未平倉口數淨額,期貨多空未平倉契約金額淨額(千元),選擇權多空未平倉契約金額淨額(千元)
20260904,自營商,70881,160205,78042264,913925,65482,156632,91765499,790614,5399,3573,-13723235,123311,124893,43607,86686494,1476165,388555,36893,301893066,1185307,-263662,6714,-215206572,290858
20260904,投信,1834,0,17048768,0,209,2290,403201,146280,1625,-2290,16645567,-146280,94859,4,762877829,384,3494,4227,29370083,286415,91365,-4223,733507746,-286031
20260904,外資及陸資,564367,232588,917820434,1165934,543410,226032,912524412,1131260,20957,6556,5296022,34674,247809,10991,271836251,356633,734468,13882,1239667309,712728,-486659,-2891,-967831058,-356095
