日期,身份別,期貨多方交易口數,選擇權多方交易口數,期貨多方交易契約金額(千元),選擇權多方交易契約金額(千元),期貨空方交易口數,選擇權空方交易口數,期貨空方交易契約金額(千元),選擇權空方交易契約金額(千元),期貨多空交易口數淨額,選擇權多空交易口數淨額,期貨多空交易契約金額淨額(千元),選擇權多空交易契約金額淨額(千元),期貨多方未平倉口數,選擇權多方未平倉口數,期貨多方未平倉契約金額(千元),選擇權多方未平倉契約金額(千元),期貨空方未平倉口數,選擇權空方未平倉口數,期貨空方未平倉契約金額(千元),選擇權空方未平倉契約金額(千元),期貨多空未平倉口數淨額,選擇權多空未平倉口數淨額,期貨多空未平倉契約金額淨額(千元),選擇權多空未平倉契約金額淨額(千元)
20260826,自營商,75158,184269,81011514,1211894,69473,172189,103524271,910075,5685,12080,-22512757,301819,102791,35303,72658102,1519531,329387,31188,269048909,1178922,-226596,4115,-196390807,340609
20260826,投信,2130,0,17154607,0,127,2230,1166867,186715,2003,-2230,15987740,-186715,96060,6,766784461,528,3590,3841,29902167,328352,92470,-3835,736882294,-327824
20260826,外資及陸資,523354,219278,863426919,1217779,508677,213261,835998081,1181822,14677,6017,27428838,35957,212633,9156,250056109,401650,668424,12530,1201960366,736633,-455791,-3374,-951904257,-334983
