日期,身份別,期貨多方交易口數,選擇權多方交易口數,期貨多方交易契約金額(千元),選擇權多方交易契約金額(千元),期貨空方交易口數,選擇權空方交易口數,期貨空方交易契約金額(千元),選擇權空方交易契約金額(千元),期貨多空交易口數淨額,選擇權多空交易口數淨額,期貨多空交易契約金額淨額(千元),選擇權多空交易契約金額淨額(千元),期貨多方未平倉口數,選擇權多方未平倉口數,期貨多方未平倉契約金額(千元),選擇權多方未平倉契約金額(千元),期貨空方未平倉口數,選擇權空方未平倉口數,期貨空方未平倉契約金額(千元),選擇權空方未平倉契約金額(千元),期貨多空未平倉口數淨額,選擇權多空未平倉口數淨額,期貨多空未平倉契約金額淨額(千元),選擇權多空未平倉契約金額淨額(千元)
20260731,自營商,123221,161489,135237482,1724339,91052,152106,161263317,1434835,32169,9383,-26025835,289504.0,147461,39115,92893181,1886974,405836,39233,304309267,1747718,-258375,-118,-211416086,139256
20260731,投信,9737,2,84585100,32,236,1367,1595885,158132,9501,-1365,82989215,-158100.0,97369,9,783587005,595,3423,2628,27017414,308134,93946,-2619,756569591,-307539
20260731,外資及陸資,718641,221395,1260296651,1549217,726168,214805,1292506196,1457924,-7527,6590,-32209545,91293.0,281655,19591,293043806,938956,707376,21752,1143100275,993233,-425721,-2161,-850056469,-54277
