日期,身份別,期貨多方交易口數,選擇權多方交易口數,期貨多方交易契約金額(千元),選擇權多方交易契約金額(千元),期貨空方交易口數,選擇權空方交易口數,期貨空方交易契約金額(千元),選擇權空方交易契約金額(千元),期貨多空交易口數淨額,選擇權多空交易口數淨額,期貨多空交易契約金額淨額(千元),選擇權多空交易契約金額淨額(千元),期貨多方未平倉口數,選擇權多方未平倉口數,期貨多方未平倉契約金額(千元),選擇權多方未平倉契約金額(千元),期貨空方未平倉口數,選擇權空方未平倉口數,期貨空方未平倉契約金額(千元),選擇權空方未平倉契約金額(千元),期貨多空未平倉口數淨額,選擇權多空未平倉口數淨額,期貨多空未平倉契約金額淨額(千元),選擇權多空未平倉契約金額淨額(千元)
20260715,自營商,214648,168213,211826209,1061093,195798,156345,217671061,900994,18850,11868,-5844852,160099,69044,29140,59218797,1258216,384740,23955,303165988,910163,-315696,5185,-243947191,348053
20260715,投信,15890,6,61571571,639,14173,971,45928664,63954,1717,-965,15642907,-63315,96407,6,762961483,648,6324,1335,55126341,75881,90083,-1329,707835142,-75233
20260715,外資及陸資,758729,225583,1144985050,1300757,758257,221510,1129682523,1309172,472,4073,15302527,-8415,155688,8035,209046281,451229,640395,12813,1163609440,688941,-484707,-4778,-954563159,-237712
