as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,7709,1,1-999,907,124975,0.31
20260709,7709,2,"1,000-5,000",1310,2367038,6.05
20260709,7709,3,"5,001-10,000",127,1012378,2.58
20260709,7709,4,"10,001-15,000",31,390540,0.99
20260709,7709,5,"15,001-20,000",30,550080,1.4
20260709,7709,6,"20,001-30,000",16,388208,0.99
20260709,7709,7,"30,001-40,000",9,318196,0.81
20260709,7709,8,"40,001-50,000",7,328000,0.83
20260709,7709,9,"50,001-100,000",16,1099318,2.81
20260709,7709,10,"100,001-200,000",4,574427,1.46
20260709,7709,11,"200,001-400,000",3,877445,2.24
20260709,7709,12,"400,001-600,000",0,0,0.0
20260709,7709,13,"600,001-800,000",1,800000,2.04
20260709,7709,14,"800,001-1,000,000",0,0,0.0
20260709,7709,15,"1,000,001以上",7,30272135,77.41
20260709,7709,16,合　計,2468,39102740,100.0
