as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,6588,1,1-999,32742,394839,1.13
20260709,6588,2,"1,000-5,000",4248,7822390,22.54
20260709,6588,3,"5,001-10,000",408,3167897,9.12
20260709,6588,4,"10,001-15,000",137,1771294,5.1
20260709,6588,5,"15,001-20,000",70,1276373,3.67
20260709,6588,6,"20,001-30,000",58,1456473,4.19
20260709,6588,7,"30,001-40,000",28,1021238,2.94
20260709,6588,8,"40,001-50,000",17,777183,2.23
20260709,6588,9,"50,001-100,000",39,2681343,7.72
20260709,6588,10,"100,001-200,000",21,2989035,8.61
20260709,6588,11,"200,001-400,000",9,2494484,7.18
20260709,6588,12,"400,001-600,000",3,1562991,4.5
20260709,6588,13,"600,001-800,000",0,0,0.0
20260709,6588,14,"800,001-1,000,000",1,991988,2.85
20260709,6588,15,"1,000,001以上",3,6293297,18.13
20260709,6588,16,合　計,37784,34700825,100.0
