as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,1789,1,1-999,5817,1018940,0.12
20260709,1789,2,"1,000-5,000",13266,28371151,3.58
20260709,1789,3,"5,001-10,000",2657,20625465,2.6
20260709,1789,4,"10,001-15,000",963,12098795,1.53
20260709,1789,5,"15,001-20,000",580,10625868,1.34
20260709,1789,6,"20,001-30,000",549,13870953,1.75
20260709,1789,7,"30,001-40,000",268,9601948,1.21
20260709,1789,8,"40,001-50,000",232,10711211,1.35
20260709,1789,9,"50,001-100,000",358,25461655,3.21
20260709,1789,10,"100,001-200,000",179,24989734,3.16
20260709,1789,11,"200,001-400,000",88,24750756,3.13
20260709,1789,12,"400,001-600,000",22,10702740,1.35
20260709,1789,13,"600,001-800,000",6,4256806,0.53
20260709,1789,14,"800,001-1,000,000",5,4556657,0.57
20260709,1789,15,"1,000,001以上",22,589096543,74.49
20260709,1789,16,合　計,25012,790739222,100.0
