as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,4198,1,1-999,2175,362670,1.5
20260709,4198,2,"1,000-5,000",386,729937,3.02
20260709,4198,3,"5,001-10,000",65,480366,1.99
20260709,4198,4,"10,001-15,000",15,191170,0.79
20260709,4198,5,"15,001-20,000",8,140695,0.58
20260709,4198,6,"20,001-30,000",9,209318,0.86
20260709,4198,7,"30,001-40,000",13,449786,1.86
20260709,4198,8,"40,001-50,000",4,184200,0.76
20260709,4198,9,"50,001-100,000",9,637202,2.64
20260709,4198,10,"100,001-200,000",3,443040,1.83
20260709,4198,11,"200,001-400,000",2,730620,3.03
20260709,4198,12,"400,001-600,000",0,0,0.0
20260709,4198,13,"600,001-800,000",0,0,0.0
20260709,4198,14,"800,001-1,000,000",1,979480,4.06
20260709,4198,15,"1,000,001以上",3,18569516,77.02
20260709,4198,16,合　計,2693,24108000,100.0
