as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,8077,1,1-999,818,95676,0.43
20260709,8077,2,"1,000-5,000",175,335003,1.52
20260709,8077,3,"5,001-10,000",26,194289,0.88
20260709,8077,4,"10,001-15,000",13,163275,0.74
20260709,8077,5,"15,001-20,000",8,144674,0.65
20260709,8077,6,"20,001-30,000",8,210162,0.95
20260709,8077,7,"30,001-40,000",5,188428,0.85
20260709,8077,8,"40,001-50,000",2,87725,0.39
20260709,8077,9,"50,001-100,000",8,528523,2.4
20260709,8077,10,"100,001-200,000",7,1016225,4.63
20260709,8077,11,"200,001-400,000",3,928400,4.23
20260709,8077,12,"400,001-600,000",1,530000,2.41
20260709,8077,13,"600,001-800,000",1,628012,2.86
20260709,8077,14,"800,001-1,000,000",0,0,0.0
20260709,8077,15,"1,000,001以上",2,16895277,76.98
20260709,8077,16,合　計,1077,21945669,100.0
