as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,6234,1,1-999,21838,846856,0.84
20260709,6234,2,"1,000-5,000",8133,15803331,15.74
20260709,6234,3,"5,001-10,000",880,6977339,6.95
20260709,6234,4,"10,001-15,000",244,3142616,3.13
20260709,6234,5,"15,001-20,000",180,3296656,3.28
20260709,6234,6,"20,001-30,000",129,3328047,3.31
20260709,6234,7,"30,001-40,000",47,1666374,1.65
20260709,6234,8,"40,001-50,000",29,1357837,1.35
20260709,6234,9,"50,001-100,000",56,3931047,3.91
20260709,6234,10,"100,001-200,000",27,3877571,3.86
20260709,6234,11,"200,001-400,000",5,1257000,1.25
20260709,6234,12,"400,001-600,000",4,1829417,1.82
20260709,6234,13,"600,001-800,000",2,1409000,1.4
20260709,6234,14,"800,001-1,000,000",2,1843098,1.83
20260709,6234,15,"1,000,001以上",13,49820209,49.62
20260709,6234,16,合　計,31589,100386398,100.0
