as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,3221,1,1-999,29665,980736,0.93
20260709,3221,2,"1,000-5,000",17966,32008847,30.46
20260709,3221,3,"5,001-10,000",1362,11249096,10.7
20260709,3221,4,"10,001-15,000",302,3921153,3.73
20260709,3221,5,"15,001-20,000",227,4285295,4.07
20260709,3221,6,"20,001-30,000",142,3677851,3.5
20260709,3221,7,"30,001-40,000",70,2504121,2.38
20260709,3221,8,"40,001-50,000",54,2530072,2.4
20260709,3221,9,"50,001-100,000",59,4202180,3.99
20260709,3221,10,"100,001-200,000",38,5354540,5.09
20260709,3221,11,"200,001-400,000",25,6505472,6.19
20260709,3221,12,"400,001-600,000",14,6990442,6.65
20260709,3221,13,"600,001-800,000",9,6280795,5.97
20260709,3221,14,"800,001-1,000,000",4,3447722,3.28
20260709,3221,15,"1,000,001以上",6,11123788,10.58
20260709,3221,16,合　計,49943,105062110,100.0
