as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,6122,1,1-999,26960,757500,0.97
20260709,6122,2,"1,000-5,000",6658,13267720,16.98
20260709,6122,3,"5,001-10,000",1098,7777314,9.95
20260709,6122,4,"10,001-15,000",362,4392750,5.62
20260709,6122,5,"15,001-20,000",163,2941380,3.76
20260709,6122,6,"20,001-30,000",172,4271873,5.47
20260709,6122,7,"30,001-40,000",84,2936236,3.75
20260709,6122,8,"40,001-50,000",63,2806493,3.59
20260709,6122,9,"50,001-100,000",100,6874371,8.8
20260709,6122,10,"100,001-200,000",34,4638084,5.93
20260709,6122,11,"200,001-400,000",12,3366085,4.31
20260709,6122,12,"400,001-600,000",4,1927645,2.46
20260709,6122,13,"600,001-800,000",6,4261739,5.45
20260709,6122,14,"800,001-1,000,000",2,1845254,2.36
20260709,6122,15,"1,000,001以上",8,16027188,20.52
20260709,6122,16,合　計,35726,78091632,100.0
