as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20251121,2606,1,1-999,14463.0,2754422,0.32
20251121,2606,2,"1,000-5,000",42486.0,82913095,9.81
20251121,2606,3,"5,001-10,000",4999.0,39808336,4.71
20251121,2606,4,"10,001-15,000",1239.0,16024559,1.89
20251121,2606,5,"15,001-20,000",810.0,15121309,1.78
20251121,2606,6,"20,001-30,000",632.0,16365312,1.93
20251121,2606,7,"30,001-40,000",290.0,10411017,1.23
20251121,2606,8,"40,001-50,000",184.0,8623037,1.02
20251121,2606,9,"50,001-100,000",285.0,20978111,2.48
20251121,2606,10,"100,001-200,000",113.0,16010873,1.89
20251121,2606,11,"200,001-400,000",70.0,19776277,2.34
20251121,2606,12,"400,001-600,000",27.0,13451476,1.59
20251121,2606,13,"600,001-800,000",9.0,6638437,0.78
20251121,2606,14,"800,001-1,000,000",10.0,9258648,1.09
20251121,2606,15,"1,000,001以上",61.0,566925803,67.08
20251121,2606,16,差異數調整（說明4）,,-5000,-0.0
20251121,2606,17,合　計,65678.0,845055712,100.0
20251128,2606,1,1-999,14221,2663867,0.31
20251128,2606,2,"1,000-5,000",40321,78921415,9.33
20251128,2606,3,"5,001-10,000",4729,37656458,4.45
20251128,2606,4,"10,001-15,000",1166,14989419,1.77
20251128,2606,5,"15,001-20,000",788,14691214,1.73
20251128,2606,6,"20,001-30,000",593,15316015,1.81
20251128,2606,7,"30,001-40,000",282,10144608,1.2
20251128,2606,8,"40,001-50,000",168,7850976,0.92
20251128,2606,9,"50,001-100,000",278,20212648,2.39
20251128,2606,10,"100,001-200,000",115,16316941,1.93
20251128,2606,11,"200,001-400,000",74,21024225,2.48
20251128,2606,12,"400,001-600,000",27,13190922,1.56
20251128,2606,13,"600,001-800,000",10,7271493,0.86
20251128,2606,14,"800,001-1,000,000",10,9169387,1.08
20251128,2606,15,"1,000,001以上",61,575636124,68.11
20251128,2606,16,合　計,62843,845055712,100.0
20251205,2606,1,1-999,14033,2605121,0.3
20251205,2606,2,"1,000-5,000",38267,74566887,8.82
20251205,2606,3,"5,001-10,000",4385,35031224,4.14
20251205,2606,4,"10,001-15,000",1109,14308281,1.69
20251205,2606,5,"15,001-20,000",728,13631271,1.61
20251205,2606,6,"20,001-30,000",566,14633375,1.73
20251205,2606,7,"30,001-40,000",271,9756586,1.15
20251205,2606,8,"40,001-50,000",172,8056316,0.95
20251205,2606,9,"50,001-100,000",284,20847715,2.46
20251205,2606,10,"100,001-200,000",108,15648873,1.85
20251205,2606,11,"200,001-400,000",72,20612145,2.43
20251205,2606,12,"400,001-600,000",20,9774690,1.15
20251205,2606,13,"600,001-800,000",14,9729493,1.15
20251205,2606,14,"800,001-1,000,000",11,10488051,1.24
20251205,2606,15,"1,000,001以上",68,585365684,69.26
20251205,2606,16,合　計,60108,845055712,100.0
20251212,2606,1,1-999,14689,2751912,0.32
20251212,2606,2,"1,000-5,000",41093,80057717,9.47
20251212,2606,3,"5,001-10,000",4816,38452351,4.55
20251212,2606,4,"10,001-15,000",1181,15297181,1.81
