as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,5234,1,1-999,6848,974282,0.94
20260709,5234,2,"1,000-5,000",3607,6310152,6.14
20260709,5234,3,"5,001-10,000",327,2456873,2.39
20260709,5234,4,"10,001-15,000",105,1355032,1.31
20260709,5234,5,"15,001-20,000",73,1318867,1.28
20260709,5234,6,"20,001-30,000",69,1748650,1.7
20260709,5234,7,"30,001-40,000",49,1729851,1.68
20260709,5234,8,"40,001-50,000",26,1186880,1.15
20260709,5234,9,"50,001-100,000",76,5352373,5.21
20260709,5234,10,"100,001-200,000",51,7343082,7.14
20260709,5234,11,"200,001-400,000",22,5914057,5.75
20260709,5234,12,"400,001-600,000",6,3177650,3.09
20260709,5234,13,"600,001-800,000",4,2694713,2.62
20260709,5234,14,"800,001-1,000,000",0,0,0.0
20260709,5234,15,"1,000,001以上",9,61153449,59.53
20260709,5234,16,合　計,11272,102715911,100.0
