as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,2886,1,1-999,136186,30860179,0.2
20260709,2886,2,"1,000-5,000",214404,448759281,3.02
20260709,2886,3,"5,001-10,000",53351,367929155,2.48
20260709,2886,4,"10,001-15,000",23085,273483326,1.84
20260709,2886,5,"15,001-20,000",8733,150721044,1.01
20260709,2886,6,"20,001-30,000",9709,233598510,1.57
20260709,2886,7,"30,001-40,000",4345,149076327,1.0
20260709,2886,8,"40,001-50,000",2464,110035822,0.74
20260709,2886,9,"50,001-100,000",4531,308981128,2.08
20260709,2886,10,"100,001-200,000",1951,257447167,1.73
20260709,2886,11,"200,001-400,000",677,183436528,1.23
20260709,2886,12,"400,001-600,000",174,84760279,0.57
20260709,2886,13,"600,001-800,000",116,80336427,0.54
20260709,2886,14,"800,001-1,000,000",62,55741231,0.37
20260709,2886,15,"1,000,001以上",464,12098211878,81.56
20260709,2886,16,合　計,460252,14833378282,100.0
