as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,8162,1,1-999,670,110929,0.16
20260709,8162,2,"1,000-5,000",1685,3288186,4.78
20260709,8162,3,"5,001-10,000",195,1567931,2.28
20260709,8162,4,"10,001-15,000",80,1037832,1.51
20260709,8162,5,"15,001-20,000",45,834785,1.21
20260709,8162,6,"20,001-30,000",34,858209,1.24
20260709,8162,7,"30,001-40,000",22,784195,1.14
20260709,8162,8,"40,001-50,000",15,691148,1.0
20260709,8162,9,"50,001-100,000",39,2711073,3.94
20260709,8162,10,"100,001-200,000",24,3165999,4.6
20260709,8162,11,"200,001-400,000",9,2407317,3.5
20260709,8162,12,"400,001-600,000",5,2346901,3.41
20260709,8162,13,"600,001-800,000",3,1990629,2.89
20260709,8162,14,"800,001-1,000,000",5,4272300,6.21
20260709,8162,15,"1,000,001以上",13,42634566,62.05
20260709,8162,16,合　計,2844,68702000,100.0
