as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,1435,1,1-999,32069,510372,0.36
20260709,1435,2,"1,000-5,000",1046,1971177,1.41
20260709,1435,3,"5,001-10,000",90,696884,0.49
20260709,1435,4,"10,001-15,000",26,327049,0.23
20260709,1435,5,"15,001-20,000",23,433705,0.31
20260709,1435,6,"20,001-30,000",8,202098,0.14
20260709,1435,7,"30,001-40,000",3,111000,0.07
20260709,1435,8,"40,001-50,000",2,95000,0.06
20260709,1435,9,"50,001-100,000",19,1438339,1.02
20260709,1435,10,"100,001-200,000",6,816000,0.58
20260709,1435,11,"200,001-400,000",2,556000,0.39
20260709,1435,12,"400,001-600,000",4,1842000,1.31
20260709,1435,13,"600,001-800,000",1,700000,0.5
20260709,1435,14,"800,001-1,000,000",0,0,0.0
20260709,1435,15,"1,000,001以上",19,130080456,93.06
20260709,1435,16,合　計,33318,139780080,100.0
