as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,4432,1,1-999,2387,133642,0.26
20260709,4432,2,"1,000-5,000",1875,3738875,7.39
20260709,4432,3,"5,001-10,000",292,2244407,4.43
20260709,4432,4,"10,001-15,000",117,1472938,2.91
20260709,4432,5,"15,001-20,000",85,1550221,3.06
20260709,4432,6,"20,001-30,000",65,1651273,3.26
20260709,4432,7,"30,001-40,000",43,1547600,3.05
20260709,4432,8,"40,001-50,000",27,1242488,2.45
20260709,4432,9,"50,001-100,000",46,3231794,6.38
20260709,4432,10,"100,001-200,000",23,3140929,6.2
20260709,4432,11,"200,001-400,000",10,2685093,5.3
20260709,4432,12,"400,001-600,000",4,1930543,3.81
20260709,4432,13,"600,001-800,000",3,2124976,4.2
20260709,4432,14,"800,001-1,000,000",1,901357,1.78
20260709,4432,15,"1,000,001以上",4,22992864,45.45
20260709,4432,16,合　計,4982,50589000,100.0
