as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,6741,1,1-999,2048,366782,0.3
20260709,6741,2,"1,000-5,000",3723,7125584,5.9
20260709,6741,3,"5,001-10,000",478,3760474,3.11
20260709,6741,4,"10,001-15,000",153,1946672,1.61
20260709,6741,5,"15,001-20,000",98,1784827,1.48
20260709,6741,6,"20,001-30,000",103,2597179,2.15
20260709,6741,7,"30,001-40,000",46,1642358,1.36
20260709,6741,8,"40,001-50,000",32,1475577,1.22
20260709,6741,9,"50,001-100,000",79,5508954,4.56
20260709,6741,10,"100,001-200,000",27,3685013,3.05
20260709,6741,11,"200,001-400,000",22,5814026,4.82
20260709,6741,12,"400,001-600,000",9,4168899,3.45
20260709,6741,13,"600,001-800,000",4,2863243,2.37
20260709,6741,14,"800,001-1,000,000",8,7220971,5.98
20260709,6741,15,"1,000,001以上",17,70617438,58.56
20260709,6741,16,合　計,6847,120577997,100.0
