as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,5546,1,1-999,366,39521,0.04
20260709,5546,2,"1,000-5,000",668,1252895,1.52
20260709,5546,3,"5,001-10,000",101,769597,0.93
20260709,5546,4,"10,001-15,000",32,394647,0.47
20260709,5546,5,"15,001-20,000",23,414250,0.5
20260709,5546,6,"20,001-30,000",29,722534,0.87
20260709,5546,7,"30,001-40,000",19,682821,0.82
20260709,5546,8,"40,001-50,000",10,446309,0.54
20260709,5546,9,"50,001-100,000",22,1461658,1.77
20260709,5546,10,"100,001-200,000",22,3193412,3.87
20260709,5546,11,"200,001-400,000",11,3190995,3.87
20260709,5546,12,"400,001-600,000",5,2379073,2.88
20260709,5546,13,"600,001-800,000",3,2269751,2.75
20260709,5546,14,"800,001-1,000,000",1,909458,1.1
20260709,5546,15,"1,000,001以上",9,64226481,77.98
20260709,5546,16,合　計,1321,82353402,100.0
