as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,1717,1,1-999,25397,6982909,0.59
20260709,1717,2,"1,000-5,000",60677,116081776,9.9
20260709,1717,3,"5,001-10,000",6941,54143651,4.61
20260709,1717,4,"10,001-15,000",2101,26744333,2.28
20260709,1717,5,"15,001-20,000",1255,23152226,1.97
20260709,1717,6,"20,001-30,000",1015,25783234,2.19
20260709,1717,7,"30,001-40,000",434,15516540,1.32
20260709,1717,8,"40,001-50,000",297,13645267,1.16
20260709,1717,9,"50,001-100,000",493,35088227,2.99
20260709,1717,10,"100,001-200,000",261,36962842,3.15
20260709,1717,11,"200,001-400,000",135,38061376,3.24
20260709,1717,12,"400,001-600,000",55,26687502,2.27
20260709,1717,13,"600,001-800,000",29,20077597,1.71
20260709,1717,14,"800,001-1,000,000",25,22067398,1.88
20260709,1717,15,"1,000,001以上",116,711250605,60.67
20260709,1717,16,合　計,99231,1172245483,100.0
