as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,3003,1,1-999,3472,654542,0.42
20260709,3003,2,"1,000-5,000",11929,22523328,14.47
20260709,3003,3,"5,001-10,000",1099,8723716,5.6
20260709,3003,4,"10,001-15,000",301,3894195,2.5
20260709,3003,5,"15,001-20,000",190,3535293,2.27
20260709,3003,6,"20,001-30,000",139,3560486,2.28
20260709,3003,7,"30,001-40,000",71,2586021,1.66
20260709,3003,8,"40,001-50,000",43,1993329,1.28
20260709,3003,9,"50,001-100,000",85,6126282,3.93
20260709,3003,10,"100,001-200,000",36,4952869,3.18
20260709,3003,11,"200,001-400,000",23,6231366,4.0
20260709,3003,12,"400,001-600,000",8,3839766,2.46
20260709,3003,13,"600,001-800,000",9,6465351,4.15
20260709,3003,14,"800,001-1,000,000",1,836684,0.53
20260709,3003,15,"1,000,001以上",25,79731662,51.22
20260709,3003,16,合　計,17431,155654890,100.0
