as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,2752,1,1-999,1459,177218,0.66
20260709,2752,2,"1,000-5,000",859,1465427,5.48
20260709,2752,3,"5,001-10,000",100,721108,2.7
20260709,2752,4,"10,001-15,000",46,556379,2.08
20260709,2752,5,"15,001-20,000",24,410570,1.53
20260709,2752,6,"20,001-30,000",18,444602,1.66
20260709,2752,7,"30,001-40,000",10,349514,1.3
20260709,2752,8,"40,001-50,000",4,189600,0.71
20260709,2752,9,"50,001-100,000",17,1171194,4.38
20260709,2752,10,"100,001-200,000",15,2146489,8.04
20260709,2752,11,"200,001-400,000",7,2055493,7.7
20260709,2752,12,"400,001-600,000",5,2661161,9.96
20260709,2752,13,"600,001-800,000",5,3478862,13.03
20260709,2752,14,"800,001-1,000,000",0,0,0.0
20260709,2752,15,"1,000,001以上",6,10866244,40.7
20260709,2752,16,合　計,2575,26693861,100.0
