as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,1337,1,1-999,37929,1895103,0.7
20260709,1337,2,"1,000-5,000",9271,20438309,7.59
20260709,1337,3,"5,001-10,000",2361,17241975,6.41
20260709,1337,4,"10,001-15,000",948,11550062,4.29
20260709,1337,5,"15,001-20,000",516,9183118,3.41
20260709,1337,6,"20,001-30,000",495,12094727,4.49
20260709,1337,7,"30,001-40,000",235,8092495,3.0
20260709,1337,8,"40,001-50,000",175,8034165,2.98
20260709,1337,9,"50,001-100,000",295,20817558,7.74
20260709,1337,10,"100,001-200,000",121,16273660,6.05
20260709,1337,11,"200,001-400,000",51,14024156,5.21
20260709,1337,12,"400,001-600,000",25,12047001,4.47
20260709,1337,13,"600,001-800,000",7,4662602,1.73
20260709,1337,14,"800,001-1,000,000",6,5446404,2.02
20260709,1337,15,"1,000,001以上",19,107153394,39.84
20260709,1337,16,合　計,52454,268954729,100.0
