as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,6733,1,1-999,821,130965,0.09
20260709,6733,2,"1,000-5,000",4441,9120600,6.79
20260709,6733,3,"5,001-10,000",831,6555213,4.88
20260709,6733,4,"10,001-15,000",335,4316600,3.21
20260709,6733,5,"15,001-20,000",230,4241966,3.15
20260709,6733,6,"20,001-30,000",230,5844459,4.35
20260709,6733,7,"30,001-40,000",109,3912279,2.91
20260709,6733,8,"40,001-50,000",80,3634108,2.7
20260709,6733,9,"50,001-100,000",189,13328487,9.92
20260709,6733,10,"100,001-200,000",65,8664262,6.45
20260709,6733,11,"200,001-400,000",34,9095156,6.77
20260709,6733,12,"400,001-600,000",11,5616494,4.18
20260709,6733,13,"600,001-800,000",6,4062451,3.02
20260709,6733,14,"800,001-1,000,000",2,1724453,1.28
20260709,6733,15,"1,000,001以上",7,54068533,40.25
20260709,6733,16,合　計,7391,134316026,100.0
