as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,4931,1,1-999,46062,1749132,2.66
20260709,4931,2,"1,000-5,000",12027,19056251,29.06
20260709,4931,3,"5,001-10,000",599,4713031,7.18
20260709,4931,4,"10,001-15,000",166,2133343,3.25
20260709,4931,5,"15,001-20,000",83,1542392,2.35
20260709,4931,6,"20,001-30,000",56,1404451,2.14
20260709,4931,7,"30,001-40,000",31,1133529,1.72
20260709,4931,8,"40,001-50,000",14,665805,1.01
20260709,4931,9,"50,001-100,000",29,2122157,3.23
20260709,4931,10,"100,001-200,000",20,3047072,4.64
20260709,4931,11,"200,001-400,000",16,4369113,6.66
20260709,4931,12,"400,001-600,000",10,5084032,7.75
20260709,4931,13,"600,001-800,000",3,2017565,3.07
20260709,4931,14,"800,001-1,000,000",3,2678407,4.08
20260709,4931,15,"1,000,001以上",6,13849481,21.12
20260709,4931,16,合　計,59125,65565761,100.0
