as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,1796,1,1-999,6149,71327,0.17
20260709,1796,2,"1,000-5,000",1068,2206677,5.32
20260709,1796,3,"5,001-10,000",163,1296984,3.12
20260709,1796,4,"10,001-15,000",53,677399,1.63
20260709,1796,5,"15,001-20,000",41,749222,1.8
20260709,1796,6,"20,001-30,000",42,1063193,2.56
20260709,1796,7,"30,001-40,000",25,881700,2.12
20260709,1796,8,"40,001-50,000",12,545000,1.31
20260709,1796,9,"50,001-100,000",46,3409865,8.22
20260709,1796,10,"100,001-200,000",27,3949846,9.52
20260709,1796,11,"200,001-400,000",12,3487251,8.41
20260709,1796,12,"400,001-600,000",3,1351583,3.25
20260709,1796,13,"600,001-800,000",2,1281955,3.09
20260709,1796,14,"800,001-1,000,000",2,1754002,4.23
20260709,1796,15,"1,000,001以上",5,18733789,45.18
20260709,1796,16,合　計,7650,41459793,100.0
