as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,2312,1,1-999,65747,7058016,0.46
20260709,2312,2,"1,000-5,000",118262,244189350,16.21
20260709,2312,3,"5,001-10,000",16204,133373883,8.85
20260709,2312,4,"10,001-15,000",4164,53831898,3.57
20260709,2312,5,"15,001-20,000",3012,57193126,3.79
20260709,2312,6,"20,001-30,000",2173,56755926,3.76
20260709,2312,7,"30,001-40,000",912,33026703,2.19
20260709,2312,8,"40,001-50,000",691,32854379,2.18
20260709,2312,9,"50,001-100,000",1030,75809863,5.03
20260709,2312,10,"100,001-200,000",375,53282103,3.53
20260709,2312,11,"200,001-400,000",162,47113208,3.12
20260709,2312,12,"400,001-600,000",62,30668166,2.03
20260709,2312,13,"600,001-800,000",27,18882963,1.25
20260709,2312,14,"800,001-1,000,000",19,16831710,1.11
20260709,2312,15,"1,000,001以上",97,645092917,42.83
20260709,2312,16,合　計,212937,1505964211,100.0
