as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,8016,1,1-999,24848,1425200,1.18
20260709,8016,2,"1,000-5,000",10072,17226208,14.33
20260709,8016,3,"5,001-10,000",722,5600861,4.66
20260709,8016,4,"10,001-15,000",220,2826363,2.35
20260709,8016,5,"15,001-20,000",130,2393340,1.99
20260709,8016,6,"20,001-30,000",102,2520386,2.09
20260709,8016,7,"30,001-40,000",64,2253057,1.87
20260709,8016,8,"40,001-50,000",36,1651850,1.37
20260709,8016,9,"50,001-100,000",77,5699130,4.74
20260709,8016,10,"100,001-200,000",70,9883781,8.22
20260709,8016,11,"200,001-400,000",45,12686199,10.55
20260709,8016,12,"400,001-600,000",23,11411373,9.49
20260709,8016,13,"600,001-800,000",6,4142307,3.44
20260709,8016,14,"800,001-1,000,000",7,6471351,5.38
20260709,8016,15,"1,000,001以上",19,33945470,28.25
20260709,8016,16,合　計,36441,120136876,100.0
