as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,8044,1,1-999,15647,618866,0.3
20260709,8044,2,"1,000-5,000",9465,18848219,9.2
20260709,8044,3,"5,001-10,000",1308,10153127,4.95
20260709,8044,4,"10,001-15,000",431,5478879,2.67
20260709,8044,5,"15,001-20,000",252,4590288,2.24
20260709,8044,6,"20,001-30,000",239,5987662,2.92
20260709,8044,7,"30,001-40,000",124,4414210,2.15
20260709,8044,8,"40,001-50,000",65,3018896,1.47
20260709,8044,9,"50,001-100,000",144,10351893,5.05
20260709,8044,10,"100,001-200,000",60,8662151,4.23
20260709,8044,11,"200,001-400,000",26,6977711,3.4
20260709,8044,12,"400,001-600,000",11,5421970,2.64
20260709,8044,13,"600,001-800,000",4,2659295,1.29
20260709,8044,14,"800,001-1,000,000",6,5373017,2.62
20260709,8044,15,"1,000,001以上",12,112211881,54.79
20260709,8044,16,合　計,27794,204768065,100.0
