as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,7584,1,1-999,332,32075,0.19
20260709,7584,2,"1,000-5,000",479,892411,5.42
20260709,7584,3,"5,001-10,000",74,571798,3.47
20260709,7584,4,"10,001-15,000",22,284000,1.72
20260709,7584,5,"15,001-20,000",17,302524,1.83
20260709,7584,6,"20,001-30,000",15,404156,2.45
20260709,7584,7,"30,001-40,000",4,136500,0.82
20260709,7584,8,"40,001-50,000",4,188995,1.14
20260709,7584,9,"50,001-100,000",12,900242,5.46
20260709,7584,10,"100,001-200,000",7,949145,5.76
20260709,7584,11,"200,001-400,000",0,0,0.0
20260709,7584,12,"400,001-600,000",2,912127,5.54
20260709,7584,13,"600,001-800,000",2,1261267,7.66
20260709,7584,14,"800,001-1,000,000",1,901824,5.47
20260709,7584,15,"1,000,001以上",2,8725744,53.0
20260709,7584,16,合　計,973,16462808,100.0
