as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,5426,1,1-999,23715,1336757,0.92
20260709,5426,2,"1,000-5,000",9990,19766688,13.74
20260709,5426,3,"5,001-10,000",1248,10017934,6.96
20260709,5426,4,"10,001-15,000",331,4242644,2.95
20260709,5426,5,"15,001-20,000",212,3991536,2.77
20260709,5426,6,"20,001-30,000",166,4276842,2.97
20260709,5426,7,"30,001-40,000",71,2563907,1.78
20260709,5426,8,"40,001-50,000",42,1946565,1.35
20260709,5426,9,"50,001-100,000",81,5980428,4.15
20260709,5426,10,"100,001-200,000",40,5291193,3.67
20260709,5426,11,"200,001-400,000",12,3509658,2.44
20260709,5426,12,"400,001-600,000",4,2147266,1.49
20260709,5426,13,"600,001-800,000",3,1988000,1.38
20260709,5426,14,"800,001-1,000,000",1,855000,0.59
20260709,5426,15,"1,000,001以上",16,75885582,52.77
20260709,5426,16,合　計,35932,143800000,100.0
