as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,7712,1,1-999,1777,244869,0.75
20260709,7712,2,"1,000-5,000",2247,3783256,11.61
20260709,7712,3,"5,001-10,000",154,1204658,3.69
20260709,7712,4,"10,001-15,000",59,761346,2.33
20260709,7712,5,"15,001-20,000",31,563037,1.72
20260709,7712,6,"20,001-30,000",25,656749,2.01
20260709,7712,7,"30,001-40,000",12,449267,1.37
20260709,7712,8,"40,001-50,000",6,260441,0.79
20260709,7712,9,"50,001-100,000",19,1316768,4.04
20260709,7712,10,"100,001-200,000",17,2439195,7.49
20260709,7712,11,"200,001-400,000",14,3768966,11.57
20260709,7712,12,"400,001-600,000",4,2026670,6.22
20260709,7712,13,"600,001-800,000",5,3508717,10.77
20260709,7712,14,"800,001-1,000,000",0,0,0.0
20260709,7712,15,"1,000,001以上",5,11577934,35.55
20260709,7712,16,合　計,4375,32561873,100.0
