as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,5274,1,1-999,54291,751014,1.98
20260709,5274,2,"1,000-5,000",1027,2184673,5.77
20260709,5274,3,"5,001-10,000",247,1855506,4.9
20260709,5274,4,"10,001-15,000",104,1288911,3.4
20260709,5274,5,"15,001-20,000",65,1134984,3.0
20260709,5274,6,"20,001-30,000",83,2052591,5.42
20260709,5274,7,"30,001-40,000",56,1966323,5.2
20260709,5274,8,"40,001-50,000",29,1307487,3.45
20260709,5274,9,"50,001-100,000",48,3263064,8.63
20260709,5274,10,"100,001-200,000",31,4321640,11.43
20260709,5274,11,"200,001-400,000",18,4918601,13.01
20260709,5274,12,"400,001-600,000",7,3337549,8.82
20260709,5274,13,"600,001-800,000",2,1351074,3.57
20260709,5274,14,"800,001-1,000,000",1,982372,2.59
20260709,5274,15,"1,000,001以上",3,7086896,18.74
20260709,5274,16,合　計,56012,37802685,100.0
