as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,4994,1,1-999,1272,345889,0.52
20260709,4994,2,"1,000-5,000",719,1372262,2.06
20260709,4994,3,"5,001-10,000",62,448322,0.67
20260709,4994,4,"10,001-15,000",32,395997,0.59
20260709,4994,5,"15,001-20,000",13,236712,0.35
20260709,4994,6,"20,001-30,000",18,457105,0.68
20260709,4994,7,"30,001-40,000",14,479658,0.72
20260709,4994,8,"40,001-50,000",6,275098,0.41
20260709,4994,9,"50,001-100,000",19,1336185,2.01
20260709,4994,10,"100,001-200,000",8,1194908,1.8
20260709,4994,11,"200,001-400,000",9,2689910,4.05
20260709,4994,12,"400,001-600,000",4,2011224,3.02
20260709,4994,13,"600,001-800,000",3,1864063,2.8
20260709,4994,14,"800,001-1,000,000",1,829000,1.24
20260709,4994,15,"1,000,001以上",22,52447067,79.0
20260709,4994,16,合　計,2202,66383400,100.0
