as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,6922,1,1-999,1598,187340,0.68
20260709,6922,2,"1,000-5,000",1682,2854711,10.51
20260709,6922,3,"5,001-10,000",142,1018637,3.75
20260709,6922,4,"10,001-15,000",53,646073,2.37
20260709,6922,5,"15,001-20,000",13,232263,0.85
20260709,6922,6,"20,001-30,000",25,602688,2.21
20260709,6922,7,"30,001-40,000",9,322997,1.18
20260709,6922,8,"40,001-50,000",4,182926,0.67
20260709,6922,9,"50,001-100,000",16,1038619,3.82
20260709,6922,10,"100,001-200,000",9,1201098,4.42
20260709,6922,11,"200,001-400,000",6,1765623,6.5
20260709,6922,12,"400,001-600,000",3,1690443,6.22
20260709,6922,13,"600,001-800,000",0,0,0.0
20260709,6922,14,"800,001-1,000,000",0,0,0.0
20260709,6922,15,"1,000,001以上",6,15411967,56.75
20260709,6922,16,合　計,3566,27155385,100.0
