as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,3078,1,1-999,33573,1025369,0.45
20260709,3078,2,"1,000-5,000",20709,42797404,18.82
20260709,3078,3,"5,001-10,000",2820,22504608,9.89
20260709,3078,4,"10,001-15,000",773,9993034,4.39
20260709,3078,5,"15,001-20,000",475,8800478,3.87
20260709,3078,6,"20,001-30,000",380,9823791,4.32
20260709,3078,7,"30,001-40,000",175,6340087,2.78
20260709,3078,8,"40,001-50,000",110,5148634,2.26
20260709,3078,9,"50,001-100,000",188,13288109,5.84
20260709,3078,10,"100,001-200,000",74,10174355,4.47
20260709,3078,11,"200,001-400,000",37,9834358,4.32
20260709,3078,12,"400,001-600,000",14,6651046,2.92
20260709,3078,13,"600,001-800,000",12,8166787,3.59
20260709,3078,14,"800,001-1,000,000",6,5541321,2.43
20260709,3078,15,"1,000,001以上",23,67301683,29.59
20260709,3078,16,合　計,59369,227391064,100.0
