as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20251121,1617,1,1-999,5423,882853,0.52
20251121,1617,2,"1,000-5,000",5976,12049309,7.1
20251121,1617,3,"5,001-10,000",733,5931997,3.49
20251121,1617,4,"10,001-15,000",208,2687210,1.58
20251121,1617,5,"15,001-20,000",135,2528632,1.49
20251121,1617,6,"20,001-30,000",123,3249022,1.91
20251121,1617,7,"30,001-40,000",50,1785345,1.05
20251121,1617,8,"40,001-50,000",31,1415443,0.83
20251121,1617,9,"50,001-100,000",47,3474310,2.04
20251121,1617,10,"100,001-200,000",35,5047041,2.97
20251121,1617,11,"200,001-400,000",17,4984630,2.94
20251121,1617,12,"400,001-600,000",6,2898178,1.7
20251121,1617,13,"600,001-800,000",2,1411000,0.83
20251121,1617,14,"800,001-1,000,000",5,4619883,2.72
20251121,1617,15,"1,000,001以上",23,116549847,68.75
20251121,1617,16,合　計,12814,169514700,100.0
20251128,1617,1,1-999,5417,884822,0.52
20251128,1617,2,"1,000-5,000",5963,12025481,7.09
20251128,1617,3,"5,001-10,000",735,5921659,3.49
20251128,1617,4,"10,001-15,000",203,2621201,1.54
20251128,1617,5,"15,001-20,000",138,2579632,1.52
20251128,1617,6,"20,001-30,000",121,3199273,1.88
20251128,1617,7,"30,001-40,000",52,1864594,1.09
20251128,1617,8,"40,001-50,000",30,1364443,0.8
20251128,1617,9,"50,001-100,000",48,3540310,2.08
20251128,1617,10,"100,001-200,000",35,5046566,2.97
20251128,1617,11,"200,001-400,000",17,4928811,2.9
20251128,1617,12,"400,001-600,000",6,2916178,1.72
20251128,1617,13,"600,001-800,000",2,1428000,0.84
20251128,1617,14,"800,001-1,000,000",5,4619883,2.72
20251128,1617,15,"1,000,001以上",23,116573847,68.76
20251128,1617,16,合　計,12795,169514700,100.0
20251205,1617,1,1-999,5412,883772,0.52
20251205,1617,2,"1,000-5,000",5948,12004347,7.08
20251205,1617,3,"5,001-10,000",742,5976713,3.52
20251205,1617,4,"10,001-15,000",202,2606792,1.53
20251205,1617,5,"15,001-20,000",133,2487632,1.46
20251205,1617,6,"20,001-30,000",121,3186848,1.87
20251205,1617,7,"30,001-40,000",53,1908231,1.12
20251205,1617,8,"40,001-50,000",30,1364443,0.8
20251205,1617,9,"50,001-100,000",46,3348398,1.97
20251205,1617,10,"100,001-200,000",37,5295478,3.12
20251205,1617,11,"200,001-400,000",16,4493138,2.65
20251205,1617,12,"400,001-600,000",7,3352178,1.97
20251205,1617,13,"600,001-800,000",2,1403000,0.82
20251205,1617,14,"800,001-1,000,000",5,4619883,2.72
20251205,1617,15,"1,000,001以上",23,116583847,68.77
20251205,1617,16,合　計,12777,169514700,100.0
20251212,1617,1,1-999,5419,886743,0.52
20251212,1617,2,"1,000-5,000",5929,11972566,7.06
20251212,1617,3,"5,001-10,000",746,5999343,3.53
20251212,1617,4,"10,001-15,000",198,2559284,1.5
20251212,1617,5,"15,001-20,000",136,2538632,1.49
20251212,1617,6,"20,001-30,000",121,3176306,1.87
20251212,1617,7,"30,001-40,000",51,1853738,1.09
20251212,1617,8,"40,001-50,000",32,1450355,0.85
20251212,1617,9,"50,001-100,000",45,3294398,1.94
20251212,1617,10,"100,001-200,000",37,5330478,3.14
20251212,1617,11,"200,001-400,000",17,4874949,2.87
20251212,1617,12,"400,001-600,000",6,2958178,1.74
20251212,1617,13,"600,001-800,000",2,1399000,0.82
20251212,1617,14,"800,001-1,000,000",5,4619883,2.72
20251212,1617,15,"1,000,001以上",23,116600847,68.78
20251212,1617,16,合　計,12767,169514700,100.0
20251219,1617,1,1-999,5407,891165,0.52
20251219,1617,2,"1,000-5,000",5909,11940964,7.04
20251219,1617,3,"5,001-10,000",744,5999663,3.53
20251219,1617,4,"10,001-15,000",200,2588860,1.52
20251219,1617,5,"15,001-20,000",135,2523174,1.48
20251219,1617,6,"20,001-30,000",123,3230218,1.9
20251219,1617,7,"30,001-40,000",50,1798275,1.06
20251219,1617,8,"40,001-50,000",30,1370443,0.8
20251219,1617,9,"50,001-100,000",48,3490678,2.05
20251219,1617,10,"100,001-200,000",37,5324198,3.14
20251219,1617,11,"200,001-400,000",17,4765154,2.81
20251219,1617,12,"400,001-600,000",6,2958178,1.74
20251219,1617,13,"600,001-800,000",2,1409000,0.83
20251219,1617,14,"800,001-1,000,000",5,4619883,2.72
20251219,1617,15,"1,000,001以上",23,116604847,68.78
20251219,1617,16,合　計,12736,169514700,100.0
20251226,1617,1,1-999,5401,891866,0.52
20251226,1617,2,"1,000-5,000",5896,11929528,7.03
20251226,1617,3,"5,001-10,000",743,5990410,3.53
20251226,1617,4,"10,001-15,000",205,2660438,1.56
20251226,1617,5,"15,001-20,000",132,2463337,1.45
20251226,1617,6,"20,001-30,000",122,3195306,1.88
20251226,1617,7,"30,001-40,000",52,1862467,1.09
20251226,1617,8,"40,001-50,000",30,1363492,0.8
20251226,1617,9,"50,001-100,000",48,3492398,2.06
20251226,1617,10,"100,001-200,000",36,5212198,3.07
20251226,1617,11,"200,001-400,000",18,5045352,2.97
20251226,1617,12,"400,001-600,000",7,3425178,2.02
20251226,1617,13,"600,001-800,000",1,743000,0.43
20251226,1617,14,"800,001-1,000,000",5,4619883,2.72
20251226,1617,15,"1,000,001以上",23,116619847,68.79
20251226,1617,16,合　計,12719,169514700,100.0
20260102,1617,1,1-999,5397,897137,0.52
20260102,1617,2,"1,000-5,000",5883,11913715,7.02
20260102,1617,3,"5,001-10,000",744,6003718,3.54
20260102,1617,4,"10,001-15,000",198,2562940,1.51
20260102,1617,5,"15,001-20,000",135,2509337,1.48
20260102,1617,6,"20,001-30,000",122,3192306,1.88
20260102,1617,7,"30,001-40,000",51,1827101,1.07
20260102,1617,8,"40,001-50,000",32,1465404,0.86
20260102,1617,9,"50,001-100,000",47,3481277,2.05
20260102,1617,10,"100,001-200,000",35,5115599,3.01
20260102,1617,11,"200,001-400,000",18,5130258,3.02
20260102,1617,12,"400,001-600,000",7,3424178,2.01
20260102,1617,13,"600,001-800,000",1,743000,0.43
20260102,1617,14,"800,001-1,000,000",5,4619883,2.72
20260102,1617,15,"1,000,001以上",23,116628847,68.8
20260102,1617,16,合　計,12698,169514700,100.0
20260109,1617,1,1-999,5372,892335,0.52
20260109,1617,2,"1,000-5,000",5862,11873915,7.0
20260109,1617,3,"5,001-10,000",736,5939423,3.5
20260109,1617,4,"10,001-15,000",202,2605903,1.53
20260109,1617,5,"15,001-20,000",133,2478263,1.46
20260109,1617,6,"20,001-30,000",119,3115100,1.83
20260109,1617,7,"30,001-40,000",55,1962101,1.15
20260109,1617,8,"40,001-50,000",31,1415404,0.83
20260109,1617,9,"50,001-100,000",48,3511277,2.07
20260109,1617,10,"100,001-200,000",34,5003599,2.95
20260109,1617,11,"200,001-400,000",17,4855472,2.86
20260109,1617,12,"400,001-600,000",8,3839178,2.26
20260109,1617,13,"600,001-800,000",1,754000,0.44
20260109,1617,14,"800,001-1,000,000",5,4619883,2.72
20260109,1617,15,"1,000,001以上",23,116648847,68.81
20260109,1617,16,合　計,12646,169514700,100.0
20260116,1617,1,1-999,5380,893998,0.52
20260116,1617,2,"1,000-5,000",5905,11904862,7.02
20260116,1617,3,"5,001-10,000",761,6132441,3.61
20260116,1617,4,"10,001-15,000",190,2429973,1.43
20260116,1617,5,"15,001-20,000",134,2493149,1.47
20260116,1617,6,"20,001-30,000",123,3232078,1.9
20260116,1617,7,"30,001-40,000",52,1865805,1.1
20260116,1617,8,"40,001-50,000",31,1408509,0.83
20260116,1617,9,"50,001-100,000",49,3563913,2.1
20260116,1617,10,"100,001-200,000",35,5068963,2.99
20260116,1617,11,"200,001-400,000",15,4169101,2.45
20260116,1617,12,"400,001-600,000",9,4393178,2.59
20260116,1617,13,"600,001-800,000",0,0,0.0
20260116,1617,14,"800,001-1,000,000",6,5425883,3.2
20260116,1617,15,"1,000,001以上",23,116532847,68.74
20260116,1617,16,合　計,12713,169514700,100.0
20260123,1617,1,1-999,5410,902537,0.53
20260123,1617,2,"1,000-5,000",6041,12084738,7.12
20260123,1617,3,"5,001-10,000",745,6009651,3.54
20260123,1617,4,"10,001-15,000",198,2553111,1.5
20260123,1617,5,"15,001-20,000",126,2341681,1.38
20260123,1617,6,"20,001-30,000",121,3132056,1.84
20260123,1617,7,"30,001-40,000",51,1811553,1.06
20260123,1617,8,"40,001-50,000",35,1595597,0.94
20260123,1617,9,"50,001-100,000",52,3825243,2.25
20260123,1617,10,"100,001-200,000",33,4932838,2.9
20260123,1617,11,"200,001-400,000",14,3690787,2.17
20260123,1617,12,"400,001-600,000",9,4181178,2.46
20260123,1617,13,"600,001-800,000",0,0,0.0
20260123,1617,14,"800,001-1,000,000",6,5425883,3.2
20260123,1617,15,"1,000,001以上",23,117027847,69.03
20260123,1617,16,合　計,12864,169514700,100.0
20260130,1617,1,1-999,5380,898229,0.52
20260130,1617,2,"1,000-5,000",5957,11922149,7.03
20260130,1617,3,"5,001-10,000",736,5960466,3.51
20260130,1617,4,"10,001-15,000",194,2504636,1.47
20260130,1617,5,"15,001-20,000",118,2192149,1.29
20260130,1617,6,"20,001-30,000",117,3043513,1.79
20260130,1617,7,"30,001-40,000",55,1980045,1.16
20260130,1617,8,"40,001-50,000",33,1515597,0.89
20260130,1617,9,"50,001-100,000",50,3628596,2.14
20260130,1617,10,"100,001-200,000",34,5074627,2.99
20260130,1617,11,"200,001-400,000",15,4071785,2.4
20260130,1617,12,"400,001-600,000",8,3722178,2.19
20260130,1617,13,"600,001-800,000",1,757000,0.44
20260130,1617,14,"800,001-1,000,000",5,4619883,2.72
20260130,1617,15,"1,000,001以上",23,117623847,69.38
20260130,1617,16,合　計,12726,169514700,100.0
20260206,1617,1,1-999,5375,896846,0.52
20260206,1617,2,"1,000-5,000",5905,11801140,6.96
20260206,1617,3,"5,001-10,000",734,5923768,3.49
20260206,1617,4,"10,001-15,000",198,2550478,1.5
20260206,1617,5,"15,001-20,000",120,2229149,1.31
20260206,1617,6,"20,001-30,000",116,3029061,1.78
20260206,1617,7,"30,001-40,000",56,2017127,1.18
20260206,1617,8,"40,001-50,000",33,1518597,0.89
20260206,1617,9,"50,001-100,000",50,3609634,2.12
20260206,1617,10,"100,001-200,000",34,5008212,2.95
20260206,1617,11,"200,001-400,000",15,4131780,2.43
20260206,1617,12,"400,001-600,000",8,3718178,2.19
20260206,1617,13,"600,001-800,000",1,778000,0.45
20260206,1617,14,"800,001-1,000,000",5,4619883,2.72
20260206,1617,15,"1,000,001以上",23,117682847,69.42
20260206,1617,16,合　計,12673,169514700,100.0
20260213,1617,1,1-999,5371,894302,0.52
20260213,1617,2,"1,000-5,000",5862,11719335,6.91
20260213,1617,3,"5,001-10,000",732,5902544,3.48
20260213,1617,4,"10,001-15,000",200,2571478,1.51
20260213,1617,5,"15,001-20,000",121,2248149,1.32
20260213,1617,6,"20,001-30,000",113,2952061,1.74
20260213,1617,7,"30,001-40,000",57,2057919,1.21
20260213,1617,8,"40,001-50,000",32,1473597,0.86
20260213,1617,9,"50,001-100,000",52,3703842,2.18
20260213,1617,10,"100,001-200,000",34,5005792,2.95
20260213,1617,11,"200,001-400,000",15,4168773,2.45
20260213,1617,12,"400,001-600,000",8,3721178,2.19
20260213,1617,13,"600,001-800,000",1,744000,0.43
20260213,1617,14,"800,001-1,000,000",5,4619883,2.72
20260213,1617,15,"1,000,001以上",23,117731847,69.45
20260213,1617,16,合　計,12626,169514700,100.0
20260226,1617,1,1-999,5362,891457,0.52
20260226,1617,2,"1,000-5,000",5839,11696460,6.89
20260226,1617,3,"5,001-10,000",726,5862955,3.45
20260226,1617,4,"10,001-15,000",196,2516831,1.48
20260226,1617,5,"15,001-20,000",125,2309796,1.36
20260226,1617,6,"20,001-30,000",116,3043941,1.79
20260226,1617,7,"30,001-40,000",55,1992127,1.17
20260226,1617,8,"40,001-50,000",34,1565509,0.92
20260226,1617,9,"50,001-100,000",51,3616842,2.13
20260226,1617,10,"100,001-200,000",34,5016792,2.95
20260226,1617,11,"200,001-400,000",15,4185082,2.46
20260226,1617,12,"400,001-600,000",8,3717178,2.19
20260226,1617,13,"600,001-800,000",1,744000,0.43
20260226,1617,14,"800,001-1,000,000",5,4619883,2.72
20260226,1617,15,"1,000,001以上",23,117735847,69.45
20260226,1617,16,合　計,12590,169514700,100.0
20260306,1617,1,1-999,5363,899070,0.53
20260306,1617,2,"1,000-5,000",5802,11611102,6.84
20260306,1617,3,"5,001-10,000",740,5979027,3.52
20260306,1617,4,"10,001-15,000",196,2524862,1.48
20260306,1617,5,"15,001-20,000",119,2202149,1.29
20260306,1617,6,"20,001-30,000",116,3007633,1.77
20260306,1617,7,"30,001-40,000",53,1923127,1.13
20260306,1617,8,"40,001-50,000",36,1657552,0.97
20260306,1617,9,"50,001-100,000",53,3746754,2.21
20260306,1617,10,"100,001-200,000",33,4894633,2.88
20260306,1617,11,"200,001-400,000",17,4576883,2.69
20260306,1617,12,"400,001-600,000",7,3317178,1.95
20260306,1617,13,"600,001-800,000",1,788000,0.46
20260306,1617,14,"800,001-1,000,000",5,4619883,2.72
20260306,1617,15,"1,000,001以上",23,117766847,69.47
20260306,1617,16,合　計,12564,169514700,100.0
20260313,1617,1,1-999,5351,902540,0.53
20260313,1617,2,"1,000-5,000",5766,11564373,6.82
20260313,1617,3,"5,001-10,000",743,5981880,3.52
20260313,1617,4,"10,001-15,000",196,2520823,1.48
20260313,1617,5,"15,001-20,000",126,2320419,1.36
20260313,1617,6,"20,001-30,000",113,2942454,1.73
20260313,1617,7,"30,001-40,000",56,2036439,1.2
20260313,1617,8,"40,001-50,000",33,1523597,0.89
20260313,1617,9,"50,001-100,000",53,3736842,2.2
20260313,1617,10,"100,001-200,000",33,4903633,2.89
20260313,1617,11,"200,001-400,000",17,4575792,2.69
20260313,1617,12,"400,001-600,000",7,3312178,1.95
20260313,1617,13,"600,001-800,000",1,774000,0.45
20260313,1617,14,"800,001-1,000,000",5,4619883,2.72
20260313,1617,15,"1,000,001以上",23,117799847,69.49
20260313,1617,16,合　計,12523,169514700,100.0
20260320,1617,1,1-999,5350,907757,0.53
20260320,1617,2,"1,000-5,000",5754,11559228,6.81
20260320,1617,3,"5,001-10,000",734,5912186,3.48
20260320,1617,4,"10,001-15,000",191,2451843,1.44
20260320,1617,5,"15,001-20,000",127,2336887,1.37
20260320,1617,6,"20,001-30,000",116,3021199,1.78
20260320,1617,7,"30,001-40,000",52,1894297,1.11
20260320,1617,8,"40,001-50,000",34,1560597,0.92
20260320,1617,9,"50,001-100,000",56,3901083,2.3
20260320,1617,10,"100,001-200,000",33,4878633,2.87
20260320,1617,11,"200,001-400,000",17,4542082,2.67
20260320,1617,12,"400,001-600,000",7,3325178,1.96
