as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,4530,1,1-999,6553,353582,0.98
20260709,4530,2,"1,000-5,000",488,1101610,3.07
20260709,4530,3,"5,001-10,000",99,722760,2.01
20260709,4530,4,"10,001-15,000",38,468152,1.3
20260709,4530,5,"15,001-20,000",25,435739,1.21
20260709,4530,6,"20,001-30,000",30,756761,2.11
20260709,4530,7,"30,001-40,000",18,652896,1.82
20260709,4530,8,"40,001-50,000",10,463262,1.29
20260709,4530,9,"50,001-100,000",31,2174608,6.07
20260709,4530,10,"100,001-200,000",9,1201823,3.35
20260709,4530,11,"200,001-400,000",6,1809495,5.05
20260709,4530,12,"400,001-600,000",2,1038664,2.9
20260709,4530,13,"600,001-800,000",1,723684,2.02
20260709,4530,14,"800,001-1,000,000",1,815828,2.27
20260709,4530,15,"1,000,001以上",1,23076095,64.46
20260709,4530,16,合　計,7312,35794959,100.0
