as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,8215,1,1-999,42380,742107,0.23
20260709,8215,2,"1,000-5,000",20617,42316012,13.19
20260709,8215,3,"5,001-10,000",2853,23400754,7.29
20260709,8215,4,"10,001-15,000",717,9334750,2.91
20260709,8215,5,"15,001-20,000",542,10178150,3.17
20260709,8215,6,"20,001-30,000",426,10970518,3.42
20260709,8215,7,"30,001-40,000",220,7949881,2.47
20260709,8215,8,"40,001-50,000",161,7539905,2.35
20260709,8215,9,"50,001-100,000",207,14981955,4.67
20260709,8215,10,"100,001-200,000",82,11309618,3.52
20260709,8215,11,"200,001-400,000",39,11143763,3.47
20260709,8215,12,"400,001-600,000",12,5765663,1.79
20260709,8215,13,"600,001-800,000",3,2262758,0.7
20260709,8215,14,"800,001-1,000,000",0,0,0.0
20260709,8215,15,"1,000,001以上",14,162778680,50.76
20260709,8215,16,合　計,68273,320674514,100.0
