as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,5478,1,1-999,34318,778546,0.49
20260709,5478,2,"1,000-5,000",5845,10328113,6.61
20260709,5478,3,"5,001-10,000",502,3737697,2.39
20260709,5478,4,"10,001-15,000",149,1843642,1.18
20260709,5478,5,"15,001-20,000",59,1071687,0.68
20260709,5478,6,"20,001-30,000",59,1480652,0.94
20260709,5478,7,"30,001-40,000",30,1032127,0.66
20260709,5478,8,"40,001-50,000",19,879603,0.56
20260709,5478,9,"50,001-100,000",31,2108051,1.35
20260709,5478,10,"100,001-200,000",18,2554820,1.63
20260709,5478,11,"200,001-400,000",21,6013610,3.85
20260709,5478,12,"400,001-600,000",4,1815862,1.16
20260709,5478,13,"600,001-800,000",3,1996582,1.27
20260709,5478,14,"800,001-1,000,000",7,6352079,4.06
20260709,5478,15,"1,000,001以上",16,114081261,73.09
20260709,5478,16,合　計,41081,156074332,100.0
