as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,2439,1,1-999,35430,1854209,0.73
20260709,2439,2,"1,000-5,000",29650,57200789,22.55
20260709,2439,3,"5,001-10,000",3471,25835868,10.18
20260709,2439,4,"10,001-15,000",1022,12622110,4.97
20260709,2439,5,"15,001-20,000",542,9787480,3.85
20260709,2439,6,"20,001-30,000",442,11009248,4.34
20260709,2439,7,"30,001-40,000",190,6722536,2.65
20260709,2439,8,"40,001-50,000",119,5444987,2.14
20260709,2439,9,"50,001-100,000",183,12616132,4.97
20260709,2439,10,"100,001-200,000",95,12541803,4.94
20260709,2439,11,"200,001-400,000",41,10891853,4.29
20260709,2439,12,"400,001-600,000",16,8035154,3.16
20260709,2439,13,"600,001-800,000",13,8924314,3.51
20260709,2439,14,"800,001-1,000,000",3,2739866,1.08
20260709,2439,15,"1,000,001以上",24,67418565,26.57
20260709,2439,16,合　計,71241,253644914,100.0
