as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,7791,1,1-999,1960,356324,0.44
20260709,7791,2,"1,000-5,000",2256,4202108,5.25
20260709,7791,3,"5,001-10,000",222,1689784,2.11
20260709,7791,4,"10,001-15,000",52,666917,0.83
20260709,7791,5,"15,001-20,000",47,864962,1.08
20260709,7791,6,"20,001-30,000",34,830015,1.03
20260709,7791,7,"30,001-40,000",16,560635,0.7
20260709,7791,8,"40,001-50,000",9,390978,0.48
20260709,7791,9,"50,001-100,000",24,1682566,2.1
20260709,7791,10,"100,001-200,000",12,1611212,2.01
20260709,7791,11,"200,001-400,000",9,2962500,3.7
20260709,7791,12,"400,001-600,000",3,1420000,1.77
20260709,7791,13,"600,001-800,000",3,2224000,2.78
20260709,7791,14,"800,001-1,000,000",5,4479824,5.59
20260709,7791,15,"1,000,001以上",5,56058175,70.07
20260709,7791,16,合　計,4657,80000000,100.0
