as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,1110,1,1-999,2814,313583,0.05
20260709,1110,2,"1,000-5,000",1619,3252835,0.56
20260709,1110,3,"5,001-10,000",277,2234622,0.39
20260709,1110,4,"10,001-15,000",98,1235505,0.21
20260709,1110,5,"15,001-20,000",71,1325870,0.23
20260709,1110,6,"20,001-30,000",78,2025872,0.35
20260709,1110,7,"30,001-40,000",48,1733316,0.3
20260709,1110,8,"40,001-50,000",32,1487289,0.26
20260709,1110,9,"50,001-100,000",78,5823207,1.01
20260709,1110,10,"100,001-200,000",39,5692016,0.99
20260709,1110,11,"200,001-400,000",34,9652549,1.68
20260709,1110,12,"400,001-600,000",8,3814400,0.66
20260709,1110,13,"600,001-800,000",7,5054750,0.88
20260709,1110,14,"800,001-1,000,000",6,5164883,0.9
20260709,1110,15,"1,000,001以上",36,523190100,91.46
20260709,1110,16,合　計,5245,572000797,100.0
