as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,6021,1,1-999,2177,344524,0.11
20260709,6021,2,"1,000-5,000",1265,2770761,0.88
20260709,6021,3,"5,001-10,000",250,1946972,0.62
20260709,6021,4,"10,001-15,000",99,1220038,0.39
20260709,6021,5,"15,001-20,000",82,1476051,0.47
20260709,6021,6,"20,001-30,000",86,2107971,0.67
20260709,6021,7,"30,001-40,000",39,1380364,0.44
20260709,6021,8,"40,001-50,000",32,1453401,0.46
20260709,6021,9,"50,001-100,000",71,4899809,1.56
20260709,6021,10,"100,001-200,000",32,4514014,1.44
20260709,6021,11,"200,001-400,000",27,7881197,2.52
20260709,6021,12,"400,001-600,000",11,5247544,1.68
20260709,6021,13,"600,001-800,000",6,4378326,1.4
20260709,6021,14,"800,001-1,000,000",3,2661740,0.85
20260709,6021,15,"1,000,001以上",27,269948262,86.45
20260709,6021,16,合　計,4207,312230974,100.0
