as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,2406,1,1-999,66245,4264611,1.21
20260709,2406,2,"1,000-5,000",37816,74840971,21.32
20260709,2406,3,"5,001-10,000",4575,37142618,10.58
20260709,2406,4,"10,001-15,000",1143,14676258,4.18
20260709,2406,5,"15,001-20,000",773,14532138,4.14
20260709,2406,6,"20,001-30,000",558,14464799,4.12
20260709,2406,7,"30,001-40,000",249,8898131,2.53
20260709,2406,8,"40,001-50,000",168,7819628,2.22
20260709,2406,9,"50,001-100,000",305,22275768,6.34
20260709,2406,10,"100,001-200,000",114,16421769,4.67
20260709,2406,11,"200,001-400,000",55,15619341,4.45
20260709,2406,12,"400,001-600,000",12,5935605,1.69
20260709,2406,13,"600,001-800,000",5,3723129,1.06
20260709,2406,14,"800,001-1,000,000",11,9766805,2.78
20260709,2406,15,"1,000,001以上",30,100524118,28.64
20260709,2406,16,合　計,112059,350905689,100.0
