as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,6163,1,1-999,32287,781935,0.52
20260709,6163,2,"1,000-5,000",12072,24200755,16.25
20260709,6163,3,"5,001-10,000",1550,12471748,8.37
20260709,6163,4,"10,001-15,000",429,5481980,3.68
20260709,6163,5,"15,001-20,000",276,5157142,3.46
20260709,6163,6,"20,001-30,000",244,6319686,4.24
20260709,6163,7,"30,001-40,000",93,3344461,2.24
20260709,6163,8,"40,001-50,000",61,2825462,1.89
20260709,6163,9,"50,001-100,000",123,8997280,6.04
20260709,6163,10,"100,001-200,000",50,7164529,4.81
20260709,6163,11,"200,001-400,000",21,5863710,3.93
20260709,6163,12,"400,001-600,000",9,4580384,3.07
20260709,6163,13,"600,001-800,000",5,3585376,2.4
20260709,6163,14,"800,001-1,000,000",3,2588000,1.73
20260709,6163,15,"1,000,001以上",17,55476299,37.27
20260709,6163,16,合　計,47240,148838747,100.0
