as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,5289,1,1-999,54265,4370325,4.53
20260709,5289,2,"1,000-5,000",9592,16318546,16.93
20260709,5289,3,"5,001-10,000",788,5739084,5.95
20260709,5289,4,"10,001-15,000",266,3302452,3.42
20260709,5289,5,"15,001-20,000",148,2636532,2.73
20260709,5289,6,"20,001-30,000",141,3479567,3.61
20260709,5289,7,"30,001-40,000",65,2233389,2.31
20260709,5289,8,"40,001-50,000",48,2180165,2.26
20260709,5289,9,"50,001-100,000",94,6548304,6.79
20260709,5289,10,"100,001-200,000",46,6469629,6.71
20260709,5289,11,"200,001-400,000",31,8272624,8.58
20260709,5289,12,"400,001-600,000",10,4766488,4.94
20260709,5289,13,"600,001-800,000",6,4117909,4.27
20260709,5289,14,"800,001-1,000,000",4,3483403,3.61
20260709,5289,15,"1,000,001以上",10,22447000,23.29
20260709,5289,16,合　計,65514,96365417,100.0
