as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,6937,1,1-999,4192,664171,0.98
20260709,6937,2,"1,000-5,000",4312,7512244,11.1
20260709,6937,3,"5,001-10,000",339,2543017,3.75
20260709,6937,4,"10,001-15,000",117,1490413,2.2
20260709,6937,5,"15,001-20,000",61,1123610,1.66
20260709,6937,6,"20,001-30,000",50,1236811,1.82
20260709,6937,7,"30,001-40,000",29,1039673,1.53
20260709,6937,8,"40,001-50,000",17,783516,1.15
20260709,6937,9,"50,001-100,000",26,1821707,2.69
20260709,6937,10,"100,001-200,000",18,2369263,3.5
20260709,6937,11,"200,001-400,000",20,5056227,7.47
20260709,6937,12,"400,001-600,000",7,3651426,5.39
20260709,6937,13,"600,001-800,000",1,734000,1.08
20260709,6937,14,"800,001-1,000,000",1,838000,1.23
20260709,6937,15,"1,000,001以上",14,36791185,54.38
20260709,6937,16,合　計,9204,67655263,100.0
