as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,6265,1,1-999,25743,759833,0.64
20260709,6265,2,"1,000-5,000",11198,21590870,18.27
20260709,6265,3,"5,001-10,000",1242,10253301,8.67
20260709,6265,4,"10,001-15,000",296,3912763,3.31
20260709,6265,5,"15,001-20,000",225,4225424,3.57
20260709,6265,6,"20,001-30,000",177,4639447,3.92
20260709,6265,7,"30,001-40,000",64,2360332,1.99
20260709,6265,8,"40,001-50,000",44,2066714,1.74
20260709,6265,9,"50,001-100,000",63,4616536,3.9
20260709,6265,10,"100,001-200,000",41,5676246,4.8
20260709,6265,11,"200,001-400,000",18,5288630,4.47
20260709,6265,12,"400,001-600,000",6,3029456,2.56
20260709,6265,13,"600,001-800,000",2,1363603,1.15
20260709,6265,14,"800,001-1,000,000",1,1000000,0.84
20260709,6265,15,"1,000,001以上",6,47388996,40.1
20260709,6265,16,合　計,39126,118172151,100.0
