as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,8222,1,1-999,30126,432859,0.63
20260709,8222,2,"1,000-5,000",8142,15351324,22.38
20260709,8222,3,"5,001-10,000",826,6684472,9.74
20260709,8222,4,"10,001-15,000",182,2330631,3.39
20260709,8222,5,"15,001-20,000",143,2694970,3.93
20260709,8222,6,"20,001-30,000",95,2475702,3.61
20260709,8222,7,"30,001-40,000",34,1261017,1.83
20260709,8222,8,"40,001-50,000",28,1331863,1.94
20260709,8222,9,"50,001-100,000",39,2851766,4.15
20260709,8222,10,"100,001-200,000",18,2408908,3.51
20260709,8222,11,"200,001-400,000",13,3527963,5.14
20260709,8222,12,"400,001-600,000",7,3199111,4.66
20260709,8222,13,"600,001-800,000",2,1432000,2.08
20260709,8222,14,"800,001-1,000,000",1,969760,1.41
20260709,8222,15,"1,000,001以上",7,21621154,31.52
20260709,8222,16,合　計,39663,68573500,100.0
