as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,6693,1,1-999,2268,321229,0.7
20260709,6693,2,"1,000-5,000",2508,4337382,9.48
20260709,6693,3,"5,001-10,000",236,1851738,4.05
20260709,6693,4,"10,001-15,000",68,869100,1.9
20260709,6693,5,"15,001-20,000",50,913325,1.99
20260709,6693,6,"20,001-30,000",53,1320879,2.88
20260709,6693,7,"30,001-40,000",35,1233297,2.69
20260709,6693,8,"40,001-50,000",22,1039000,2.27
20260709,6693,9,"50,001-100,000",46,3523893,7.7
20260709,6693,10,"100,001-200,000",34,4577088,10.01
20260709,6693,11,"200,001-400,000",13,3573558,7.81
20260709,6693,12,"400,001-600,000",7,3243723,7.09
20260709,6693,13,"600,001-800,000",4,2750221,6.01
20260709,6693,14,"800,001-1,000,000",2,1812057,3.96
20260709,6693,15,"1,000,001以上",4,14353510,31.39
20260709,6693,16,合　計,5350,45720000,100.0
