as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,3390,1,1-999,48771,404190,0.5
20260709,3390,2,"1,000-5,000",6201,12375883,15.6
20260709,3390,3,"5,001-10,000",860,6705325,8.45
20260709,3390,4,"10,001-15,000",295,3656593,4.6
20260709,3390,5,"15,001-20,000",147,2711960,3.41
20260709,3390,6,"20,001-30,000",141,3554194,4.48
20260709,3390,7,"30,001-40,000",71,2547715,3.21
20260709,3390,8,"40,001-50,000",46,2107850,2.65
20260709,3390,9,"50,001-100,000",94,6976941,8.79
20260709,3390,10,"100,001-200,000",48,6559751,8.26
20260709,3390,11,"200,001-400,000",25,7042156,8.87
20260709,3390,12,"400,001-600,000",7,3245654,4.09
20260709,3390,13,"600,001-800,000",7,5080305,6.4
20260709,3390,14,"800,001-1,000,000",1,892552,1.12
20260709,3390,15,"1,000,001以上",4,15468590,19.49
20260709,3390,16,合　計,56718,79329659,100.0
