as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,5608,1,1-999,45543,2958268,0.75
20260709,5608,2,"1,000-5,000",33684,71513488,18.37
20260709,5608,3,"5,001-10,000",5662,43921785,11.28
20260709,5608,4,"10,001-15,000",1835,22975993,5.9
20260709,5608,5,"15,001-20,000",1119,20604014,5.29
20260709,5608,6,"20,001-30,000",851,21323272,5.47
20260709,5608,7,"30,001-40,000",387,13856683,3.55
20260709,5608,8,"40,001-50,000",248,11422158,2.93
20260709,5608,9,"50,001-100,000",422,29841778,7.66
20260709,5608,10,"100,001-200,000",145,20264680,5.2
20260709,5608,11,"200,001-400,000",67,19200749,4.93
20260709,5608,12,"400,001-600,000",20,9775671,2.51
20260709,5608,13,"600,001-800,000",7,5027490,1.29
20260709,5608,14,"800,001-1,000,000",8,7214445,1.85
20260709,5608,15,"1,000,001以上",17,89375664,22.95
20260709,5608,16,合　計,90015,389276138,100.0
