as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20251121,1810,1,1-999,4266,1420533,0.46
20251121,1810,2,"1,000-5,000",12495,26771822,8.85
20251121,1810,3,"5,001-10,000",1955,16093345,5.32
20251121,1810,4,"10,001-15,000",408,5305824,1.75
20251121,1810,5,"15,001-20,000",397,7438750,2.46
20251121,1810,6,"20,001-30,000",225,5867608,1.94
20251121,1810,7,"30,001-40,000",112,4041440,1.33
20251121,1810,8,"40,001-50,000",96,4494708,1.48
20251121,1810,9,"50,001-100,000",129,9194249,3.04
20251121,1810,10,"100,001-200,000",68,9094714,3.0
20251121,1810,11,"200,001-400,000",35,9885218,3.26
20251121,1810,12,"400,001-600,000",14,6937902,2.29
20251121,1810,13,"600,001-800,000",7,4831958,1.59
20251121,1810,14,"800,001-1,000,000",6,5249920,1.73
20251121,1810,15,"1,000,001以上",47,185675728,61.42
20251121,1810,16,合　計,20260,302303719,100.0
20251128,1810,1,1-999,4265.0,1415233,0.46
20251128,1810,2,"1,000-5,000",12878.0,27391337,9.06
20251128,1810,3,"5,001-10,000",1967.0,16232120,5.36
20251128,1810,4,"10,001-15,000",421.0,5490625,1.81
20251128,1810,5,"15,001-20,000",401.0,7539013,2.49
20251128,1810,6,"20,001-30,000",228.0,5982345,1.97
20251128,1810,7,"30,001-40,000",110.0,3986440,1.31
20251128,1810,8,"40,001-50,000",97.0,4562339,1.5
20251128,1810,9,"50,001-100,000",121.0,8672580,2.86
20251128,1810,10,"100,001-200,000",74.0,9885848,3.27
20251128,1810,11,"200,001-400,000",35.0,9807842,3.24
20251128,1810,12,"400,001-600,000",16.0,7875527,2.6
20251128,1810,13,"600,001-800,000",6.0,4016171,1.32
20251128,1810,14,"800,001-1,000,000",6.0,5073527,1.67
20251128,1810,15,"1,000,001以上",46.0,184373772,60.98
20251128,1810,16,差異數調整（說明4）,,-1000,-0.0
20251128,1810,17,合　計,20671.0,302303719,100.0
20251205,1810,1,1-999,4266,1416115,0.46
20251205,1810,2,"1,000-5,000",12855,27440980,9.07
20251205,1810,3,"5,001-10,000",1995,16461799,5.44
20251205,1810,4,"10,001-15,000",437,5697824,1.88
20251205,1810,5,"15,001-20,000",400,7515063,2.48
20251205,1810,6,"20,001-30,000",227,5964947,1.97
20251205,1810,7,"30,001-40,000",116,4201440,1.38
20251205,1810,8,"40,001-50,000",96,4505339,1.49
20251205,1810,9,"50,001-100,000",126,8998161,2.97
20251205,1810,10,"100,001-200,000",70,9315848,3.08
20251205,1810,11,"200,001-400,000",41,11558131,3.82
20251205,1810,12,"400,001-600,000",15,7553522,2.49
20251205,1810,13,"600,001-800,000",6,4076171,1.34
20251205,1810,14,"800,001-1,000,000",4,3469607,1.14
20251205,1810,15,"1,000,001以上",46,184128772,60.9
20251205,1810,16,合　計,20700,302303719,100.0
20251212,1810,1,1-999,4257,1413445,0.46
20251212,1810,2,"1,000-5,000",12778,27331160,9.04
20251212,1810,3,"5,001-10,000",2003,16540981,5.47
20251212,1810,4,"10,001-15,000",442,5763996,1.9
20251212,1810,5,"15,001-20,000",401,7530391,2.49
