as_of_date,stock_id,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%)
20260709,1316,1,1-999,35225,1677046,0.44
20260709,1316,2,"1,000-5,000",17851,39518759,10.51
20260709,1316,3,"5,001-10,000",3687,29295213,7.79
20260709,1316,4,"10,001-15,000",1265,15971341,4.24
20260709,1316,5,"15,001-20,000",872,16134968,4.29
20260709,1316,6,"20,001-30,000",782,20053266,5.33
20260709,1316,7,"30,001-40,000",380,13686386,3.64
20260709,1316,8,"40,001-50,000",255,11865452,3.15
20260709,1316,9,"50,001-100,000",444,31736195,8.44
20260709,1316,10,"100,001-200,000",186,26651260,7.08
20260709,1316,11,"200,001-400,000",85,22888218,6.08
20260709,1316,12,"400,001-600,000",36,18170223,4.83
20260709,1316,13,"600,001-800,000",18,12709113,3.38
20260709,1316,14,"800,001-1,000,000",11,9840615,2.61
20260709,1316,15,"1,000,001以上",22,105748095,28.12
20260709,1316,16,合　計,61119,375946150,100.0
